player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Sicc-Grobbulus,9/16/20,23:41:49,1600332109-24,[Eye of C'Thun],21221,item:21221::::::::60,Upgrade,2,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,2,false,Quest,,,C'thun
Ismaela-Grobbulus,9/16/20,23:02:04,1600329724-10,[Cape of the Trinity],21697,item:21697::::::::60,Pass,0,PALADIN,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,|cffa335ee|Hitem:18510:2620:::::::60:::::::|h[Hide of the Wild]|h|r,,PASS,false,Cloth,Back,,Estaris-Grobbulus
Xinrokh-Grobbulus,9/16/20,23:41:21,1600332081-23,[Grasp of the Old God],21582,item:21582::::::::60,Best in Slot,1,PRIEST,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,|cffa335ee|Hitem:16925::::::::60:::::::|h[Belt of Transcendence]|h|r,,1,false,Cloth,Waist,,C'thun
Colde-Grobbulus,9/16/20,21:10:30,1600323030-0,[Resplendent Sarong of the Owl],14324,item:14324::::::802:1142237952:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Cloth,Legs,,Colde-Grobbulus
Colde-Grobbulus,9/16/20,21:13:33,1600323213-1,[Magnificent Helmet of the Wolf],15670,item:15670::::::548:306902272:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,2,true,Mail,Head,,Colde-Grobbulus
Colde-Grobbulus,9/16/20,21:59:35,1600325975-2,[Grand Gauntlets of the Monkey],15192,item:15192::::::620:989976576:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,2,true,Leather,Hands,,Colde-Grobbulus
Colde-Grobbulus,9/16/20,22:42:34,1600328554-3,[Jungle Ring of Eluding],12016,item:12016::::::1770:1810912384:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,2,true,Miscellaneous,Finger,,Colde-Grobbulus
Colde-Grobbulus,9/16/20,22:47:19,1600328839-4,[Triumphant Skullcap of the Eagle],15684,item:15684::::::893:1705770880:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,2,true,Mail,Head,,Colde-Grobbulus
Colde-Grobbulus,9/16/20,23:04:49,1600329889-15,[Mantle of Wicked Revenge],21665,item:21665::::::::60,Best in Slot,1,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,|cffa335ee|Hitem:19389:2606:::::::60:::::::|h[Taut Dragonhide Shoulderpads]|h|r,,1,false,Leather,Shoulder,,Estaris-Grobbulus
Colde-Grobbulus,9/16/20,23:05:05,1600329905-17,[Hive Tunneler's Boots],21645,item:21645::::::::60,Upgrade,1,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,|cffa335ee|Hitem:19381:911:::::::60:::::::|h[Boots of the Shadow Flame]|h|r,,2,false,Leather,Feet,sidegrade from boots once hit capped,Estaris-Grobbulus
Colde-Grobbulus,9/16/20,23:15:09,1600330509-21,[Solstice Staff of the Whale],15278,item:15278::::::1057:1373946240:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Staves,Two-Hand,,Colde-Grobbulus
Tate-Grobbulus,9/16/20,23:03:35,1600329815-12,[Petrified Scarab],21685,item:21685::::::::60,PVP,0,PRIEST,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,|cff0070dd|Hitem:18469::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cffa335ee|Hitem:19950::::::::60:::11::::|h[Zandalarian Hero Charm]|h|r,3,false,Miscellaneous,Trinket,,Estaris-Grobbulus
Catzby-Grobbulus,9/16/20,22:57:15,1600329435-0,[Vek'lor's Gloves of Devastation],21599,item:21599::::::::60,PVP,1,HUNTER,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:16852:1887:::::::60:::::::|h[Giantstalker's Gloves]|h|r,,3,false,Mail,Hands,,Estaris-Grobbulus
Lahk-Grobbulus,9/16/20,22:57:42,1600329462-2,[Imperial Qiraji Regalia],21237,item:21237::::::::60,Upgrade,1,WARLOCK,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,2,false,Junk,,,Estaris-Grobbulus
Lahk-Grobbulus,9/16/20,23:00:41,1600329641-6,[Staff of the Qiraji Prophets],21128,item:21128::::::::60,Offspec,0,WARLOCK,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,|cffa335ee|Hitem:17103:2504:::::::60:::::::|h[Azuresong Mageblade]|h|r,|cff0070dd|Hitem:13524::::::::60:::1::::|h[Skull of Burning Shadows]|h|r,4,false,Staves,Two-Hand,,Estaris-Grobbulus
Lahk-Grobbulus,9/16/20,23:41:03,1600332063-22,[Cloak of the Devoured],22731,item:22731::::::::60,Upgrade,4,WARLOCK,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,|cffa335ee|Hitem:19378:1888:::::::60:::::::|h[Cloak of the Brood Lord]|h|r,,2,false,Cloth,Back,,C'thun
Korsen-Grobbulus,9/16/20,23:43:11,1600332191-25,[Ouro's Intact Hide],20927,item:20927::::::::60,Best in Slot,0,WARRIOR,Ahn'Qiraj Temple-40 Player,Ouro,9,531,40,|cff0070dd|Hitem:23301:2543:::::::60:::14::::|h[Knight-Captain's Plate Leggings]|h|r,,1,false,Quest,,,Estaris-Grobbulus
Saeros-Grobbulus,9/16/20,23:04:15,1600329855-13,[Imperial Qiraji Armaments],21232,item:21232::::::::60,Best in Slot,1,ROGUE,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,1,false,Junk,,,Estaris-Grobbulus
