"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"77","Shagy","1302090$5.60%1.30m","-","76","74.93%","514.0",""
"83","Saeros","1171817$5.04%1.17m","-","83","67.66%","462.6",""
"70","Parabella","1137048$4.89%1.14m","-","72","72.69%","448.9",""
"68","Zoey","1128101$4.85%1.13m","-","76","62.23%","445.3",""
"71","Fourty","1061196$4.57%1.06m","-","72","74.81%","418.9",""
"73","Hereticbabe","1060034$4.56%1.06m","-","75","71.97%","418.5",""
"74","Harper","962370$4.14%962.4k","-","82","59.66%","379.9",""
"56","Araxia","950668$4.09%950.7k","-","55","72.17%","375.3",""
"59","Scyter","916805$3.95%916.8k","63","81","66.89%","361.9",""
"75","Menswear","908633$3.91%908.6k","-","73","54.58%","358.7",""
"65","Nymh","893204$3.84%893.2k","65","83","60.78%","352.6",""
"72","Chocobos","768600$3.31%768.6k","66","84","62.56%","303.4",""
"60","Lockemup","746057$3.21%746.1k","-","60","57.95%","294.5",""
"23","Pteradactyl","723321$3.11%723.3k","-","42","54.20%","285.6",""
"82","Beltran","712668$3.07%712.7k","66","88","62.18%","281.3",""
"47","Gatzby","710001$3.06%710.0k","-","64","49.09%","280.3",""
"44","Omegatran","707360$3.04%707.4k","-","46","73.24%","279.3",""
"46","Oznob","685801$2.95%685.8k","-","47","49.25%","270.7",""
"70","Eranei","673898$2.90%673.9k","66","78","61.10%","266.0",""
"34","Ramzergutzin","670509$2.89%670.5k","-","33","71.43%","264.7",""
"48","Nemsy","655349$2.82%655.3k","-","59","50.03%","258.7",""
"47","Chameleon","615488$2.65%615.5k","66","61","47.08%","243.0",""
"61","Ezpk","612006$2.63%612.0k","66","68","66.36%","241.6",""
"63","Gutterz","608193$2.62%608.2k","-","56","74.05%","240.1",""
"12","Mustacheman","591589$2.55%591.6k","-","18","63.84%","233.5",""
"52","Faith","590387$2.54%590.4k","-","60","64.29%","233.1",""
"65","Sociables","475683$2.05%475.7k","-","72","77.18%","187.8",""
"64","Catt","471517$2.03%471.5k","-","61","61.05%","186.1",""
"39","Effective","467962$2.01%468.0k","-","34","39.94%","184.7",""
"25","Kolde","230387$0.99%230.4k","-","36","38.50%","91.0",""
"75","Doomkon","15359$0.07%15.4k","-","77","2.23%","6.1",""
"87","Stoffhelm","6673$0.03%6.7k","60","90","2.06%","2.6",""
"89","Faeron","2710$0.01%2.7k","68","88","0.00%","1.1",""
"99","Retributus","2702$0.01%2.7k","64","99","0.00%","1.1",""
"78","Ismaela","1780$0.01%1.8k","-","80","0.00%","0.7",""
"-","Geldschulder","823$0.00%823.0","65","-","0.00%","0.3",""
"-","Estaris","39$0.00%39.0","68","-","0.00%","0.0",""
