"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"95","Scyter","1254436$5.98%1.25m","-","95","69.29%","586.0",""
"92","Backstaber","1176229$5.61%1.18m","-","92","68.55%","549.5",""
"89","Moty","1142268$5.45%1.14m","72","89","75.64%","533.6",""
"87","Saeros","1137736$5.43%1.14m","-","85","73.76%","531.5",""
"75","Fourtywinks","1020238$4.87%1.02m","-","76","77.66%","476.6",""
"71","Effective","1017905$4.85%1.02m","-","68","82.66%","475.5",""
"64","Korsen","893910$4.26%893.9k","-","62","65.89%","417.6",""
"62","Ramzergutzin","888839$4.24%888.8k","-","59","83.00%","415.2",""
"56","Zoey","818340$3.90%818.3k","-","58","59.65%","382.3",""
"60","Pteradactyl","802989$3.83%803.0k","72","58","67.19%","375.1",""
"49","Hereticbabe","732615$3.49%732.6k","-","46","77.61%","342.3",""
"46","Mornay","727443$3.47%727.4k","-","73","78.30%","339.8",""
"61","Parabella","722934$3.45%722.9k","-","60","57.11%","337.7",""
"53","Valearix","709012$3.38%709.0k","-","53","65.32%","331.2",""
"51","Nymh","700292$3.34%700.3k","-","50","62.48%","327.2",""
"40","Gatzby","648448$3.09%648.4k","-","43","56.66%","302.9",""
"82","Beltran","639472$3.05%639.5k","-","80","63.16%","298.7",""
"74","Ezpk","633413$3.02%633.4k","-","74","59.17%","295.9",""
"45","Quel","554459$2.64%554.5k","-","45","62.04%","259.0",""
"44","Menswear","526982$2.51%527.0k","-","45","50.81%","246.2",""
"56","Lahk","526920$2.51%526.9k","-","63","45.14%","246.2",""
"63","Gutterz","525684$2.51%525.7k","-","65","70.26%","245.6",""
"52","Catto","507781$2.42%507.8k","-","49","69.32%","237.2",""
"58","Shagy","482781$2.30%482.8k","-","56","68.20%","225.5",""
"60","Faith","460281$2.20%460.3k","-","52","56.96%","215.0",""
"45","Nemsy","459624$2.19%459.6k","-","44","48.48%","214.7",""
"21","Sicc","441660$2.11%441.7k","72","19","51.45%","206.3",""
"42","Chameleon","384248$1.83%384.2k","-","41","46.38%","179.5",""
"42","Colde","308798$1.47%308.8k","-","40","60.64%","144.3",""
"66","Xinrokh","42395$0.20%42.4k","-","66","2.60%","19.8",""
"-","Aconites","24033$0.11%24.0k","70","-","1.26%","11.2",""
"95","Estaris","20624$0.10%20.6k","-","95","1.95%","9.6",""
"68","Retributus","14580$0.07%14.6k","-","71","0.00%","6.8",""
"-","Ismaela","12368$0.06%12.4k","-","-","0.76%","5.8",""
"-","Doomkon","4016$0.02%4.0k","69","-","0.00%","1.9",""
"95","Mkomacine","3054$0.01%3.1k","-","95","0.97%","1.4",""
