"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"77","Quel","938572$4.94%938.6k","-","70","82.84%","407.7",""
"76","Saeros","929957$4.89%930.0k","-","69","74.98%","403.9",""
"83","Scyter","914485$4.81%914.5k","-","83","75.56%","397.2",""
"74","Korsen","912821$4.80%912.8k","-","69","72.38%","396.5",""
"77","Shagy","904139$4.76%904.1k","-","77","76.87%","392.7",""
"74","Backstaber","894291$4.70%894.3k","71","70","80.42%","388.4",""
"75","Mustacheman","835555$4.39%835.6k","72","69","76.94%","362.9",""
"67","Pteradactyl","811034$4.27%811.0k","66","80","67.87%","352.3",""
"69","Nymh","802212$4.22%802.2k","70","62","63.56%","348.4",""
"83","Zoey","788753$4.15%788.8k","70","79","58.64%","342.6",""
"71","Harper","784802$4.13%784.8k","72","64","66.70%","340.9",""
"53","Hijax","771035$4.06%771.0k","-","80","78.69%","334.9",""
"73","Parabella","732536$3.85%732.5k","-","62","64.04%","318.2",""
"86","Ezpk","710415$3.74%710.4k","-","81","75.80%","308.6",""
"59","Gatzby","702674$3.70%702.7k","70","51","53.26%","305.2",""
"51","Hereticbabe","696303$3.66%696.3k","-","45","77.23%","302.4",""
"96","Beltran","684599$3.60%684.6k","-","95","64.11%","297.4",""
"62","Chameleon","634270$3.34%634.3k","71","52","64.52%","275.5",""
"43","Donaldglover","633535$3.33%633.5k","-","40","75.08%","275.2",""
"64","Ramzergutzin","619105$3.26%619.1k","-","57","75.30%","268.9",""
"60","Valearix","618307$3.25%618.3k","68","66","55.65%","268.6",""
"60","Catto","602188$3.17%602.2k","-","59","77.00%","261.6",""
"80","Gutterz","584780$3.08%584.8k","-","83","81.28%","254.0",""
"73","Sociables","513991$2.70%514.0k","-","77","88.75%","223.3",""
"23","Deadwinks","458527$2.41%458.5k","62","48","61.30%","199.2",""
"45","Kolde","305156$1.60%305.2k","70","35","43.43%","132.5",""
"9","Faithfortis","168443$0.89%168.4k","63","13","52.10%","73.2",""
"72","Xinrokh","18089$0.10%18.1k","72","73","6.73%","7.9",""
"98","Retributus","16237$0.09%16.2k","-","98","9.71%","7.1",""
"-","Aconites","14760$0.08%14.8k","69","-","1.25%","6.4",""
"99","Revo","4950$0.03%5.0k","-","99","2.54%","2.2",""
"94","Ismaela","2028$0.01%2.0k","68","94","1.35%","0.9",""
"-","Mkomacine","1714$0.01%1.7k","-","-","0.00%","0.7",""
"91","Doomkon","1410$0.01%1.4k","69","91","1.82%","0.6",""
"95","Estaris","1347$0.01%1.3k","-","95","0.97%","0.6",""
"-","Faeron","5$0.00%5.0","-","-","0.00%","0.0",""
