"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"46","Parabella","1327240$5.02%1.33m","-","61","69.26%","381.1",""
"43","Araxia","1215399$4.60%1.22m","-","43","72.13%","349.0",""
"42","Ararius","1212562$4.59%1.21m","-","45","75.95%","348.2",""
"41","Fourty","1173301$4.44%1.17m","-","43","75.63%","336.9",""
"39","Shagy","1171274$4.43%1.17m","-","38","68.40%","336.3",""
"51","Menswear","1070065$4.05%1.07m","66","64","47.64%","307.2",""
"32","Harper","1061538$4.02%1.06m","66","48","59.22%","304.8",""
"37","Nymh","1020626$3.86%1.02m","-","56","57.54%","293.1",""
"26","Lyrissa","1003538$3.80%1.00m","67","36","63.12%","288.1",""
"48","Zoey","986054$3.73%986.1k","-","69","49.17%","283.1",""
"30","Effective","958926$3.63%958.9k","-","34","70.22%","275.3",""
"20","Zebulba","955342$3.61%955.3k","-","32","61.05%","274.3",""
"31","Omegatran","934999$3.54%935.0k","-","39","69.48%","268.5",""
"49","Eranei","892457$3.38%892.5k","66","59","60.20%","256.3",""
"48","Gatzby","892238$3.38%892.2k","-","62","43.35%","256.2",""
"57","Chocobos","865086$3.27%865.1k","65","72","57.09%","248.4",""
"34","Faith","842302$3.19%842.3k","66","44","66.89%","241.9",""
"37","Ezpk","826525$3.13%826.5k","-","45","62.04%","237.3",""
"43","Lockemup","805879$3.05%805.9k","-","57","49.88%","231.4",""
"52","Beltran","790680$2.99%790.7k","-","63","59.82%","227.0",""
"15","Eckz","759052$2.87%759.1k","-","13","64.71%","217.9",""
"45","Catt","718929$2.72%718.9k","-","39","60.49%","206.4",""
"35","Nemsy","710763$2.69%710.8k","-","48","44.80%","204.1",""
"36","Mgcraisin","694580$2.63%694.6k","-","61","61.01%","199.4",""
"44","Zeala","671147$2.54%671.1k","-","62","54.22%","192.7",""
"17","Parseval","658872$2.49%658.9k","59","51","45.36%","189.2",""
"35","Gutterz","652102$2.47%652.1k","-","33","76.63%","187.2",""
"15","Ramzergutzin","519744$1.97%519.7k","-","11","64.13%","149.2",""
"30","Kolde","493892$1.87%493.9k","-","56","49.70%","141.8",""
"43","Sociables","472158$1.79%472.2k","-","38","76.93%","135.6",""
"76","Sociable","37311$0.14%37.3k","-","73","2.85%","10.7",""
"89","Estaris","11376$0.04%11.4k","66","87","2.17%","3.3",""
"95","Alcade","9755$0.04%9.8k","65","93","0.00%","2.8",""
"90","Xinrokh","9122$0.03%9.1k","-","91","3.37%","2.6",""
"93","Faeron","4374$0.02%4.4k","67","91","0.00%","1.3",""
"99","Doomkon","2255$0.01%2.3k","62","99","1.09%","0.6",""
"64","Kynsia","1557$0.01%1.6k","-","70","0.00%","0.4",""
"-","Mkomacine","1502$0.01%1.5k","-","-","0.00%","0.4",""
"43","Leuthas","1498$0.01%1.5k","-","45","0.00%","0.4",""
