"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"80","Scyter","1235917$5.28%1.24m","-","77","66.03%","439.1",""
"75","Saeros","1186155$5.07%1.19m","-","72","72.44%","421.4",""
"68","Korsen","1107204$4.73%1.11m","-","64","70.59%","393.4",""
"66","Pteradactyl","1083952$4.63%1.08m","-","78","68.02%","385.1",""
"75","Backstaber","1069600$4.57%1.07m","-","70","65.88%","380.0",""
"77","Harper","1056426$4.51%1.06m","-","74","60.00%","375.3",""
"68","Parabella","1001606$4.28%1.00m","-","60","59.81%","355.8",""
"69","Zoey","982919$4.20%982.9k","-","71","61.76%","349.2",""
"65","Mustacheman","945021$4.04%945.0k","-","64","68.20%","335.7",""
"53","Hereticbabe","934354$3.99%934.4k","-","48","70.44%","332.0",""
"72","Nymh","911667$3.89%911.7k","-","72","62.62%","323.9",""
"76","Nemsy","878870$3.75%878.9k","71","71","60.74%","312.2",""
"71","Gatzby","867254$3.70%867.3k","-","70","59.61%","308.1",""
"69","Chocobos","831326$3.55%831.3k","-","65","66.52%","295.3",""
"51","Valearix","827991$3.54%828.0k","70","52","59.46%","294.2",""
"74","Ezpk","827218$3.53%827.2k","-","69","69.52%","293.9",""
"41","Shagy","822529$3.51%822.5k","68","34","64.13%","292.2",""
"42","Fourtywinks","800888$3.42%800.9k","-","63","64.62%","284.5",""
"89","Beltran","792409$3.38%792.4k","-","86","62.35%","281.5",""
"56","Quel","747119$3.19%747.1k","-","51","72.02%","265.4",""
"64","Faith","638502$2.73%638.5k","-","55","60.35%","226.8",""
"51","Lahk","610082$2.61%610.1k","-","63","50.18%","216.7",""
"45","Ramzergutzin","585754$2.50%585.8k","-","46","70.05%","208.1",""
"70","Sociables","549672$2.35%549.7k","-","67","79.07%","195.3",""
"21","Sicc","549523$2.35%549.5k","61","58","51.54%","195.2",""
"41","Catto","541129$2.31%541.1k","-","40","68.30%","192.2",""
"22","Smallhelix","485102$2.07%485.1k","64","45","56.93%","172.3",""
"33","Kolde","346936$1.48%346.9k","-","29","47.23%","123.3",""
"98","Retributus","51427$0.22%51.4k","-","98","0.71%","18.3",""
"91","Aconites","49733$0.21%49.7k","-","91","3.48%","17.7",""
"-","Estaris","24372$0.10%24.4k","-","-","1.48%","8.7",""
"92","Doomkon","21911$0.09%21.9k","-","92","2.41%","7.8",""
"92","Ismaela","14240$0.06%14.2k","68","93","0.00%","5.1",""
"96","Ganesh","12698$0.05%12.7k","68","96","0.00%","4.5",""
"93","Mkomacine","9185$0.04%9.2k","-","93","0.84%","3.3",""
"87","Xinrokh","7911$0.03%7.9k","-","87","2.25%","2.8",""
"93","Faeron","6995$0.03%7.0k","-","93","0.00%","2.5",""
"66","Cosaga","231$0.00%231.0","64","71","0.00%","0.1",""
