"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"84","Harper","1095010$5.22%1.10m","-","82","71.94%","513.5",""
"80","Backstaber","1089117$5.19%1.09m","-","81","70.48%","510.7",""
"87","Nymh","991274$4.72%991.3k","-","87","71.97%","464.8",""
"83","Saeros","982992$4.68%983.0k","-","80","69.68%","460.9",""
"77","Shagy","981352$4.67%981.4k","-","75","75.34%","460.2",""
"69","Hereticbabe","913852$4.35%913.9k","-","68","73.66%","428.5",""
"78","Pteradactyl","890953$4.24%891.0k","-","91","66.00%","417.8",""
"77","Valearix","889548$4.24%889.5k","-","87","67.68%","417.1",""
"81","Zoey","882445$4.20%882.4k","66","91","68.24%","413.8",""
"80","Parabella","861222$4.10%861.2k","-","75","63.15%","403.8",""
"80","Catto","859641$4.10%859.6k","-","80","82.30%","403.1",""
"64","Quel","812368$3.87%812.4k","-","59","76.48%","380.9",""
"80","Menswear","791649$3.77%791.6k","68","85","59.72%","371.2",""
"65","Scyter","713219$3.40%713.2k","-","71","54.27%","334.4",""
"69","Chocobos","694555$3.31%694.6k","-","67","64.88%","325.7",""
"78","Gatzby","682246$3.25%682.2k","-","80","55.86%","319.9",""
"83","Fourty","680160$3.24%680.2k","-","82","49.70%","318.9",""
"80","Gutterz","660464$3.15%660.5k","-","87","81.06%","309.7",""
"51","Mustacheman","656485$3.13%656.5k","-","53","69.29%","307.8",""
"73","Ezpk","655797$3.12%655.8k","-","69","71.86%","307.5",""
"60","Nemsy","648054$3.09%648.1k","-","55","66.55%","303.9",""
"91","Beltran","641277$3.05%641.3k","68","93","67.05%","300.7",""
"59","Ramzergutzin","590147$2.81%590.1k","-","52","75.38%","276.7",""
"69","Chameleon","579543$2.76%579.5k","-","70","57.81%","271.8",""
"59","Sociables","538883$2.57%538.9k","-","67","79.34%","252.7",""
"73","Faith","502047$2.39%502.0k","-","77","55.40%","235.4",""
"19","Sicc","408165$1.94%408.2k","-","42","51.05%","191.4",""
"8","Realtetsuo","174184$0.83%174.2k","55","42","34.85%","81.7",""
"58","Estaris","47072$0.22%47.1k","-","58","5.26%","22.1",""
"75","Aconites","34628$0.16%34.6k","-","75","4.73%","16.2",""
"77","Retributus","23846$0.11%23.8k","-","79","0.00%","11.2",""
"86","Ismaela","9696$0.05%9.7k","-","87","0.00%","4.5",""
"-","Xinrokh","5745$0.03%5.7k","-","-","1.54%","2.7",""
"86","Kolde","3680$0.02%3.7k","-","86","1.64%","1.7",""
"66","Doomkon","311$0.00%311.0","-","67","0.00%","0.1",""
"-","Revo","193$0.00%193.0","62","-","0.00%","0.1",""
"-","Mkomacine","67$0.00%67.0","69","-","0.00%","0.0",""
