"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"80","Saeros","1079579$4.59%1.08m","-","77","68.11%","424.0",""
"76","Scyter","1063526$4.52%1.06m","-","88","66.44%","417.7",""
"74","Nymh","1040587$4.42%1.04m","-","84","64.18%","408.7",""
"61","Shagy","1032409$4.39%1.03m","-","59","75.23%","405.5",""
"62","Backstaber","1016003$4.32%1.02m","67","73","72.06%","399.0",""
"53","Araxia","1014612$4.31%1.01m","-","48","80.40%","398.5",""
"74","Zoey","934485$3.97%934.5k","-","87","62.58%","367.0",""
"48","Fourty","905160$3.85%905.2k","64","50","76.83%","355.5",""
"60","Hereticbabe","901519$3.83%901.5k","-","60","76.53%","354.1",""
"66","Menswear","894733$3.80%894.7k","-","62","63.26%","351.4",""
"57","Harper","877866$3.73%877.9k","-","61","66.51%","344.8",""
"58","Parabella","869475$3.70%869.5k","-","57","62.88%","341.5",""
"44","Effective","860368$3.66%860.4k","66","40","73.48%","337.9",""
"41","Mustacheman","853573$3.63%853.6k","-","51","72.18%","335.2",""
"57","Oznob","822114$3.49%822.1k","-","56","56.74%","322.9",""
"71","Chocobos","772191$3.28%772.2k","68","75","62.01%","303.3",""
"21","Pteradactyl","733698$3.12%733.7k","-","31","61.84%","288.2",""
"49","Omegatran","732945$3.12%732.9k","64","52","71.83%","287.9",""
"56","Gatzby","729808$3.10%729.8k","68","61","49.48%","286.6",""
"68","Nemsy","726219$3.09%726.2k","-","67","52.83%","285.2",""
"73","Ezpk","703076$2.99%703.1k","-","82","61.22%","276.1",""
"85","Beltran","684989$2.91%685.0k","-","88","60.15%","269.0",""
"52","Ramzergutzin","640276$2.72%640.3k","-","50","74.00%","251.5",""
"70","Eranei","593534$2.52%593.5k","66","79","54.12%","233.1",""
"57","Chameleon","591351$2.51%591.4k","-","68","50.90%","232.3",""
"57","Gutterz","553999$2.35%554.0k","-","52","76.75%","217.6",""
"66","Catt","495738$2.11%495.7k","-","66","58.84%","194.7",""
"52","Faith","452524$1.92%452.5k","-","59","54.18%","177.7",""
"59","Sociables","438180$1.86%438.2k","-","69","79.79%","172.1",""
"36","Kolde","360474$1.53%360.5k","-","48","51.93%","141.6",""
"90","Estaris","106979$0.45%107.0k","-","90","13.56%","42.0",""
"89","Doomkon","11707$0.05%11.7k","66","90","1.91%","4.6",""
"-","Jahlia","10483$0.04%10.5k","69","-","0.67%","4.1",""
"93","Mkomacine","8035$0.03%8.0k","-","93","0.00%","3.2",""
"93","Faeron","5570$0.02%5.6k","-","92","0.00%","2.2",""
"-","Ismaela","3994$0.02%4.0k","68","-","0.81%","1.6",""
"75","Xinrokh","3966$0.02%4.0k","68","75","0.99%","1.6",""
"-","Alcade","2207$0.01%2.2k","67","-","1.61%","0.9",""
"71","Retributus","1461$0.01%1.5k","-","74","0.00%","0.6",""
"-","Etraeus","106$0.00%106.0","68","-","0.00%","0.0",""
