"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"86","Effective","1206692$5.87%1.21m","-","85","82.24%","487.3",""
"81","Hereticbabe","1192322$5.80%1.19m","-","82","81.35%","481.5",""
"89","Saeros","1151982$5.60%1.15m","-","88","71.88%","465.2",""
"89","Backstaber","1133643$5.51%1.13m","-","89","67.46%","457.8",""
"80","Korsen","1132850$5.51%1.13m","-","77","79.55%","457.4",""
"79","Quel","1032102$5.02%1.03m","-","76","77.72%","416.8",""
"85","Scyter","1023977$4.98%1.02m","-","84","65.95%","413.5",""
"72","Pteradactyl","1022552$4.97%1.02m","-","69","67.45%","412.9",""
"69","Zoey","963467$4.68%963.5k","-","65","62.73%","389.0",""
"62","Moty","949644$4.62%949.6k","-","60","75.37%","383.5",""
"82","Nemsy","855748$4.16%855.7k","72","76","61.31%","345.5",""
"77","Catto","841576$4.09%841.6k","-","84","74.53%","339.8",""
"96","Beltran","838001$4.07%838.0k","-","95","69.12%","338.4",""
"77","Kayumi","833733$4.05%833.7k","-","83","63.60%","336.7",""
"83","Gutterz","820071$3.99%820.1k","-","85","81.55%","331.1",""
"88","Ezpk","803903$3.91%803.9k","-","84","72.41%","324.6",""
"80","Chameleon","785326$3.82%785.3k","-","77","50.18%","317.1",""
"73","Lahk","762760$3.71%762.8k","-","71","50.10%","308.0",""
"45","Parabella","730402$3.55%730.4k","-","44","64.41%","294.9",""
"36","Kimpossible","689587$3.35%689.6k","63","66","73.25%","278.5",""
"82","Faith","625852$3.04%625.9k","-","75","64.80%","252.7",""
"39","Valearix","572774$2.78%572.8k","-","41","53.14%","231.3",""
"55","Colde","327597$1.59%327.6k","-","54","60.35%","132.3",""
"43","Shagy","98997$0.48%99.0k","69","36","11.64%","40.0",""
"-","Jahlia","47939$0.23%47.9k","-","-","4.25%","19.4",""
"57","Estaris","36085$0.18%36.1k","-","55","5.01%","14.6",""
"95","Retributus","29580$0.14%29.6k","-","95","0.00%","11.9",""
"91","Aconites","26535$0.13%26.5k","-","91","3.76%","10.7",""
"88","Ismaela","19143$0.09%19.1k","-","88","0.95%","7.7",""
"83","Doomkon","12198$0.06%12.2k","-","83","1.36%","4.9",""
"88","Mkomacine","6672$0.03%6.7k","-","89","0.80%","2.7",""
"-","Tate","81$0.00%81.0","-","-","0.00%","0.0",""
