"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"74","Scyter","943345$4.29%943.3k","-","79","68.78%","415.6",""
"80","Hereticbabe","938016$4.26%938.0k","-","79","73.69%","413.3",""
"73","Shagy","935512$4.25%935.5k","-","73","70.65%","412.2",""
"78","Backstaber","925184$4.21%925.2k","-","81","68.40%","407.6",""
"72","Nymh","924921$4.20%924.9k","-","72","66.88%","407.5",""
"67","Fourty","919388$4.18%919.4k","-","65","77.73%","405.0",""
"75","Quel","913964$4.15%914.0k","-","74","73.55%","402.7",""
"75","Saeros","901473$4.10%901.5k","-","71","67.44%","397.2",""
"70","Korsen","898319$4.08%898.3k","-","67","66.02%","395.8",""
"71","Mustacheman","895641$4.07%895.6k","-","72","72.88%","394.6",""
"76","Harper","874269$3.97%874.3k","-","74","64.96%","385.2",""
"59","Pteradactyl","857982$3.90%858.0k","-","73","63.07%","378.0",""
"73","Zoey","853773$3.88%853.8k","-","73","61.04%","376.1",""
"68","Parabella","833998$3.79%834.0k","-","63","58.38%","367.4",""
"70","Gatzby","817338$3.72%817.3k","-","71","64.50%","360.1",""
"78","Menswear","781235$3.55%781.2k","-","83","55.06%","344.2",""
"51","Valearix","741500$3.37%741.5k","-","63","62.49%","326.7",""
"46","Donaldglover","698216$3.17%698.2k","-","44","75.72%","307.6",""
"72","Nemsy","674644$3.07%674.6k","-","66","61.38%","297.2",""
"63","Catto","664727$3.02%664.7k","-","63","73.33%","292.9",""
"59","Ramzergutzin","656137$2.98%656.1k","-","56","77.14%","289.1",""
"76","Ezpk","654806$2.98%654.8k","-","70","65.19%","288.5",""
"82","Chocobos","642555$2.92%642.6k","-","81","56.76%","283.1",""
"62","Gutterz","579508$2.63%579.5k","-","77","77.45%","255.3",""
"74","Chameleon","562385$2.56%562.4k","-","68","56.27%","247.8",""
"89","Beltran","560595$2.55%560.6k","-","91","56.03%","247.0",""
"51","Faith","539709$2.45%539.7k","-","56","61.48%","237.8",""
"77","Sociables","475780$2.16%475.8k","-","80","78.19%","209.6",""
"46","Kolde","251878$1.15%251.9k","-","40","47.44%","111.0",""
"-","Revo","20634$0.09%20.6k","66","-","2.56%","9.1",""
"-","Estaris","17869$0.08%17.9k","-","-","0.86%","7.9",""
"89","Retributus","15662$0.07%15.7k","-","90","0.00%","6.9",""
"-","Aconites","11229$0.05%11.2k","-","-","0.70%","4.9",""
"71","Doomkon","7616$0.03%7.6k","-","71","3.91%","3.4",""
"91","Ismaela","5140$0.02%5.1k","-","91","0.00%","2.3",""
"87","Xinrokh","1592$0.01%1.6k","72","87","0.72%","0.7",""
"-","Mkomacine","982$0.00%982.0","-","-","0.63%","0.4",""
