"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"90","Effective","1267389$5.94%1.27m","-","89","80.19%","524.2",""
"93","Backstaber","1185605$5.56%1.19m","-","92","64.40%","490.4",""
"96","Zoey","1175156$5.51%1.18m","-","95","63.94%","486.1",""
"87","Moty","1125905$5.28%1.13m","-","87","75.74%","465.7",""
"90","Saeros","1029857$4.83%1.03m","-","88","65.32%","426.0",""
"77","Pteradactyl","1016237$4.76%1.02m","-","75","65.28%","420.3",""
"85","Scyter","976931$4.58%976.9k","-","85","64.17%","404.1",""
"71","Nymh","933483$4.38%933.5k","-","67","68.94%","386.1",""
"66","Quel","893879$4.19%893.9k","-","63","72.25%","369.7",""
"73","Fourtywinks","850985$3.99%851.0k","-","72","68.47%","352.0",""
"53","Ramzergutzin","811512$3.80%811.5k","67","51","76.19%","335.7",""
"64","Blacklace","808988$3.79%809.0k","63","89","72.13%","334.6",""
"88","Shagy","808103$3.79%808.1k","-","87","77.42%","334.3",""
"79","Nemsy","801969$3.76%802.0k","-","72","57.10%","331.7",""
"72","Sinnir","801946$3.76%801.9k","-","67","57.06%","331.7",""
"88","Catzby","787244$3.69%787.2k","-","92","71.61%","325.6",""
"86","Gutterz","765737$3.59%765.7k","-","86","78.41%","316.7",""
"52","Catto","744444$3.49%744.4k","-","57","71.16%","307.9",""
"49","Sicc","664149$3.11%664.1k","-","46","56.00%","274.7",""
"53","Valearix","662151$3.10%662.2k","-","52","58.43%","273.9",""
"93","Beltran","653893$3.07%653.9k","-","89","61.58%","270.5",""
"72","Lahk","608348$2.85%608.3k","-","64","45.71%","251.6",""
"74","Faith","577693$2.71%577.7k","-","66","62.71%","239.0",""
"65","Chameleon","475369$2.23%475.4k","-","60","37.39%","196.6",""
"22","Bellafrost","453593$2.13%453.6k","61","58","52.48%","187.6",""
"38","Colde","356073$1.67%356.1k","-","34","54.18%","147.3",""
"95","Retributus","25585$0.12%25.6k","-","95","0.88%","10.6",""
"66","Estaris","21118$0.10%21.1k","72","67","1.58%","8.7",""
"-","Aconites","18419$0.09%18.4k","-","-","0.77%","7.6",""
"82","Ismaela","10515$0.05%10.5k","-","83","0.00%","4.3",""
"94","Jahlia","9016$0.04%9.0k","-","94","0.00%","3.7",""
"87","Xinrokh","4808$0.02%4.8k","-","87","2.02%","2.0",""
"-","Doomkon","4155$0.02%4.2k","70","-","0.63%","1.7",""
