"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"85","Effective","1149331$6.12%1.15m","-","81","79.01%","525.1",""
"85","Backstaber","1042089$5.55%1.04m","-","87","74.37%","476.1",""
"76","Moty","992100$5.28%992.1k","-","68","79.53%","453.2",""
"76","Hereticbabe","887663$4.73%887.7k","-","75","73.81%","405.5",""
"80","Pteradactyl","875629$4.66%875.6k","-","76","68.56%","400.0",""
"60","Quel","860178$4.58%860.2k","-","55","77.36%","393.0",""
"72","Saeros","852820$4.54%852.8k","-","59","69.26%","389.6",""
"67","Fourtywinks","838973$4.47%839.0k","-","80","75.04%","383.3",""
"70","Shagy","828708$4.41%828.7k","-","67","77.45%","378.6",""
"65","Nymh","749808$3.99%749.8k","72","59","68.26%","342.5",""
"61","Nemsy","659314$3.51%659.3k","71","50","57.51%","301.2",""
"49","Sicc","652462$3.47%652.5k","73","41","66.34%","298.1",""
"75","Gatzby","643129$3.42%643.1k","70","75","59.86%","293.8",""
"73","Menswear","640529$3.41%640.5k","-","74","55.89%","292.6",""
"77","Gutterz","620013$3.30%620.0k","-","74","82.10%","283.2",""
"54","Cbeastwood","598367$3.19%598.4k","68","58","74.12%","273.4",""
"73","Catto","595859$3.17%595.9k","72","71","78.88%","272.2",""
"47","Kayumi","593849$3.16%593.8k","65","72","65.21%","271.3",""
"55","Parabella","585061$3.12%585.1k","-","49","59.51%","267.3",""
"32","Ezie","532702$2.84%532.7k","-","54","60.77%","243.4",""
"30","Blacklace","518025$2.76%518.0k","61","67","66.21%","236.7",""
"68","Chameleon","513158$2.73%513.2k","73","52","50.85%","234.4",""
"49","Lahk","491058$2.61%491.1k","71","39","42.75%","224.3",""
"90","Beltran","482016$2.57%482.0k","-","82","53.47%","220.2",""
"65","Faith","452109$2.41%452.1k","75","43","55.05%","206.5",""
"27","Saiter","406323$2.16%406.3k","58","59","56.77%","185.6",""
"26","Fireopal","349396$1.86%349.4k","67","28","45.58%","159.6",""
"41","Colde","298815$1.59%298.8k","70","33","61.37%","136.5",""
"96","Xinrokh","20649$0.11%20.6k","-","95","10.23%","9.4",""
"63","Estaris","20030$0.11%20.0k","72","63","11.63%","9.2",""
"96","Zayá","10105$0.05%10.1k","64","95","4.74%","4.6",""
"95","Ismaela","7802$0.04%7.8k","70","95","1.46%","3.6",""
"-","Jahlia","4664$0.02%4.7k","-","-","0.00%","2.1",""
"95","Mkomacine","3661$0.02%3.7k","-","95","0.00%","1.7",""
"93","Faeron","1002$0.01%1.0k","-","93","0.61%","0.5",""
"-","Doomkon","875$0.00%875.0","-","-","0.00%","0.4",""
"99","Retributus","521$0.00%521.0","67","99","0.00%","0.2",""
"-","Tate","263$0.00%263.0","71","-","0.00%","0.1",""
"-","Ðëv","136$0.00%136.0","66","-","0.00%","0.1",""
