"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"93","Shagy","1159399$5.67%1.16m","-","92","78.85%","712.9",""
"95","Parabella","1020692$4.99%1.02m","-","95","77.66%","627.6",""
"92","Hereticbabe","969468$4.74%969.5k","-","92","72.44%","596.1",""
"96","Saeros","913543$4.47%913.5k","-","95","65.71%","561.7",""
"91","Fourty","907216$4.44%907.2k","-","91","79.81%","557.8",""
"90","Ramzergutzin","884644$4.33%884.6k","-","88","73.74%","543.9",""
"95","Scyter","876805$4.29%876.8k","-","97","68.08%","539.1",""
"89","Quel","854372$4.18%854.4k","-","89","69.84%","525.3",""
"87","Valearix","841473$4.12%841.5k","65","95","69.14%","517.4",""
"94","Backstaber","840764$4.11%840.8k","-","95","64.72%","516.9",""
"91","Harper","805757$3.94%805.8k","-","91","61.59%","495.4",""
"90","Zoey","784342$3.84%784.3k","66","95","66.03%","482.3",""
"95","Nymh","775442$3.79%775.4k","-","95","63.10%","476.8",""
"76","Effective","745818$3.65%745.8k","-","72","79.07%","458.6",""
"92","Gatzby","687277$3.36%687.3k","-","94","56.86%","422.6",""
"91","Menswear","663825$3.25%663.8k","72","89","62.37%","408.2",""
"62","Mustacheman","626982$3.07%627.0k","-","65","66.62%","385.5",""
"87","Chocobos","600669$2.94%600.7k","-","87","58.12%","369.3",""
"95","Ezpk","596524$2.92%596.5k","-","95","68.34%","366.8",""
"46","Donaldglover","594858$2.91%594.9k","66","42","73.56%","365.8",""
"84","Gutterz","573566$2.81%573.6k","-","90","74.54%","352.7",""
"90","Faith","569337$2.78%569.3k","-","92","70.52%","350.1",""
"84","Nemsy","548537$2.68%548.5k","-","82","52.44%","337.3",""
"64","Pteradactyl","538140$2.63%538.1k","-","74","62.13%","330.9",""
"74","Chameleon","478417$2.34%478.4k","-","73","46.37%","294.2",""
"89","Sociables","477242$2.33%477.2k","-","90","75.05%","293.4",""
"91","Catt","457392$2.24%457.4k","-","88","67.10%","281.2",""
"94","Beltran","456342$2.23%456.3k","-","96","62.02%","280.6",""
"99","Kolde","67859$0.33%67.9k","-","99","7.87%","41.7",""
"-","Estaris","41082$0.20%41.1k","-","-","4.56%","25.3",""
"99","Retributus","29995$0.15%30.0k","-","99","0.00%","18.4",""
"99","Ismaela","25500$0.12%25.5k","-","99","0.00%","15.7",""
"87","Faeron","14737$0.07%14.7k","-","87","0.00%","9.1",""
"-","Aconites","12686$0.06%12.7k","-","-","0.00%","7.8",""
"91","Mkomacine","2271$0.01%2.3k","69","90","0.00%","1.4",""
"78","Xinrokh","241$0.00%241.0","-","77","0.00%","0.1",""
