"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"74","Hereticbabe","1210068$5.60%1.21m","-","71","71.50%","534.7",""
"90","Saeros","1072456$4.96%1.07m","-","91","70.66%","473.9",""
"76","Effective","1044266$4.83%1.04m","-","78","75.21%","461.4",""
"79","Korsen","992429$4.59%992.4k","-","77","71.56%","438.5",""
"82","Shagy","985102$4.56%985.1k","-","79","76.60%","435.3",""
"54","Pteradactyl","980973$4.54%981.0k","72","48","69.74%","433.5",""
"77","Backstaber","867776$4.02%867.8k","-","73","66.63%","383.4",""
"72","Quel","842160$3.90%842.2k","-","71","74.41%","372.1",""
"52","Nymh","834816$3.86%834.8k","-","50","65.95%","368.9",""
"95","Beltran","830356$3.84%830.4k","-","94","63.61%","366.9",""
"69","Parabella","827537$3.83%827.5k","-","63","64.40%","365.7",""
"73","Fourtywinks","789769$3.65%789.8k","-","78","62.49%","349.0",""
"55","Moty","783800$3.63%783.8k","-","64","72.98%","346.3",""
"53","Zoey","773351$3.58%773.4k","-","54","61.97%","341.7",""
"83","Chocobos","735146$3.40%735.1k","-","80","67.65%","324.8",""
"75","Nemsy","698755$3.23%698.8k","71","70","60.43%","308.8",""
"35","Gatzby","671200$3.11%671.2k","-","36","59.45%","296.6",""
"35","Mustacheman","622565$2.88%622.6k","-","35","73.90%","275.1",""
"76","Ezpk","620066$2.87%620.1k","-","73","67.25%","274.0",""
"59","Sociables","600765$2.78%600.8k","-","59","68.05%","265.5",""
"42","Valearix","600199$2.78%600.2k","-","42","61.02%","265.2",""
"81","Faith","570166$2.64%570.2k","-","74","64.09%","251.9",""
"54","Catto","543389$2.51%543.4k","-","49","71.10%","240.1",""
"65","Lahk","520280$2.41%520.3k","-","71","48.91%","229.9",""
"80","Ramzergutzin","513435$2.38%513.4k","-","84","69.12%","226.9",""
"50","Gutterz","492020$2.28%492.0k","-","70","70.31%","217.4",""
"59","Chameleon","473698$2.19%473.7k","-","55","41.63%","209.3",""
"26","Smallhelix","379122$1.75%379.1k","64","45","49.05%","167.5",""
"25","Culde","364821$1.69%364.8k","62","42","46.90%","161.2",""
"8","Benan","237791$1.10%237.8k","-","11","51.06%","105.1",""
"65","Aconites","49399$0.23%49.4k","-","65","4.25%","21.8",""
"89","Retributus","30645$0.14%30.6k","-","89","1.01%","13.5",""
"95","Estaris","19337$0.09%19.3k","-","95","2.69%","8.5",""
"93","Xinrokh","14121$0.07%14.1k","-","94","4.48%","6.2",""
"80","Ismaela","12733$0.06%12.7k","-","82","0.00%","5.6",""
"-","Doomkon","7015$0.03%7.0k","-","-","0.62%","3.1",""
"-","Mkomacine","833$0.00%833.0","-","-","0.00%","0.4",""
"94","Faeron","395$0.00%395.0","-","94","0.00%","0.2",""
