"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"75","Pteradactyl","785170$4.78%785.2k","67","84","71.33%","390.3",""
"68","Saeros","778115$4.74%778.1k","-","61","73.66%","386.8",""
"79","Korsen","775533$4.73%775.5k","-","73","74.33%","385.5",""
"90","Chocobos","775514$4.73%775.5k","71","86","62.30%","385.5",""
"76","Harper","770917$4.70%770.9k","72","70","69.56%","383.2",""
"63","Backstaber","737100$4.49%737.1k","73","50","72.84%","366.4",""
"59","Nymh","737068$4.49%737.1k","69","55","60.55%","366.4",""
"66","Quel","696068$4.24%696.1k","68","59","77.22%","346.0",""
"82","Juvenyle","667643$4.07%667.6k","68","87","60.33%","331.9",""
"79","Zoey","659829$4.02%659.8k","-","78","53.41%","328.0",""
"60","Mustacheman","652635$3.98%652.6k","-","57","66.98%","324.4",""
"52","Hereticbabe","621323$3.79%621.3k","-","48","65.84%","308.8",""
"64","Valearix","592291$3.61%592.3k","70","62","55.42%","294.4",""
"37","Hijax","591162$3.60%591.2k","65","55","79.29%","293.8",""
"30","Fourtywinks","525973$3.20%526.0k","63","52","71.42%","261.4",""
"41","Machomage","525455$3.20%525.5k","64","56","55.36%","261.2",""
"61","Chameleon","523743$3.19%523.7k","72","50","45.95%","260.3",""
"75","Gutterz","502629$3.06%502.6k","-","78","81.72%","249.8",""
"66","Catto","476417$2.90%476.4k","-","66","76.70%","236.8",""
"49","Ramzergutzin","470052$2.86%470.1k","-","46","77.34%","233.6",""
"50","Lahk","457607$2.79%457.6k","66","62","50.46%","227.5",""
"73","Sociables","428122$2.61%428.1k","-","79","80.26%","212.8",""
"37","Sicc","425010$2.59%425.0k","-","66","47.37%","211.3",""
"28","Catzby","396794$2.42%396.8k","61","62","59.37%","197.2",""
"90","Kunis","361978$2.21%362.0k","-","95","27.79%","179.9",""
"19","Bellafrost","344575$2.10%344.6k","58","40","45.48%","171.3",""
"11","Saiter","321021$1.96%321.0k","52","39","46.33%","159.6",""
"51","Kolde","295423$1.80%295.4k","71","37","42.22%","146.8",""
"70","Ezpk","268255$1.63%268.3k","73","58","32.84%","133.3",""
"14","Faithfortis","170829$1.04%170.8k","63","19","52.00%","84.9",""
"94","Shagi","46261$0.28%46.3k","64","95","6.22%","23.0",""
"-","Aconites","10564$0.06%10.6k","69","-","0.62%","5.3",""
"92","Xinrokh","8478$0.05%8.5k","72","92","4.91%","4.2",""
"-","Jahlia","4739$0.03%4.7k","-","-","0.00%","2.4",""
"99","Estaris","4563$0.03%4.6k","72","99","2.16%","2.3",""
"89","Doomkon","2277$0.01%2.3k","70","89","0.00%","1.1",""
"90","Mkomacine","855$0.01%855.0","-","91","0.00%","0.4",""
