"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"79","Effective","1090226$5.68%1.09m","-","74","75.08%","459.3",""
"78","Parabella","988449$5.15%988.4k","-","76","66.48%","416.4",""
"70","Backstaber","923623$4.81%923.6k","-","71","69.66%","389.1",""
"66","Scyter","844226$4.40%844.2k","73","57","68.50%","355.6",""
"53","Moty","809674$4.22%809.7k","72","45","69.79%","341.1",""
"59","Saeros","803802$4.19%803.8k","-","49","65.40%","338.6",""
"50","Ramzergutzin","792944$4.13%792.9k","-","41","69.33%","334.0",""
"76","Catzby","749256$3.90%749.3k","70","78","65.94%","315.6",""
"90","Beltran","738406$3.85%738.4k","-","87","61.05%","311.1",""
"62","Pteradactyl","733063$3.82%733.1k","72","57","69.06%","308.8",""
"53","Quel","730248$3.80%730.2k","-","50","72.93%","307.6",""
"59","Fourtywinks","686743$3.58%686.7k","-","53","66.90%","289.3",""
"54","Nemsy","667312$3.48%667.3k","-","40","56.90%","281.1",""
"57","Zoey","662567$3.45%662.6k","70","56","54.52%","279.1",""
"37","Nymh","651404$3.39%651.4k","72","31","64.92%","274.4",""
"50","Hereticbabe","647467$3.37%647.5k","67","45","69.42%","272.7",""
"60","Uglyduck","628536$3.27%628.5k","69","62","67.05%","264.8",""
"69","Shagy","611847$3.19%611.8k","-","68","80.55%","257.7",""
"24","Mustacheman","576728$3.00%576.7k","-","19","60.67%","242.9",""
"32","Ezie","541616$2.82%541.6k","67","46","67.45%","228.2",""
"30","Sicc","541532$2.82%541.5k","72","23","59.97%","228.1",""
"38","Kayumi","539525$2.81%539.5k","64","51","48.99%","227.3",""
"60","Gutterz","537922$2.80%537.9k","-","55","74.25%","226.6",""
"43","Chameleon","489738$2.55%489.7k","71","32","54.35%","206.3",""
"48","Catto","481568$2.51%481.6k","-","44","68.05%","202.9",""
"25","Blacklace","469233$2.44%469.2k","63","47","60.51%","197.7",""
"39","Lahk","455979$2.38%456.0k","69","38","37.70%","192.1",""
"30","Fireopal","420276$2.19%420.3k","66","38","49.85%","177.0",""
"27","Colde","238521$1.24%238.5k","-","27","50.94%","100.5",""
"5","Faithfortis","123584$0.64%123.6k","-","4","42.98%","52.1",""
"94","Ismaela","8666$0.05%8.7k","-","93","0.00%","3.7",""
"95","Xinrokh","8186$0.04%8.2k","74","95","4.14%","3.4",""
"92","Mkomacine","1681$0.01%1.7k","73","93","0.00%","0.7",""
"96","Retributus","536$0.00%536.0","66","97","0.00%","0.2",""
"-","Ðëv","324$0.00%324.0","61","-","0.00%","0.1",""
"94","Estaris","202$0.00%202.0","72","95","0.00%","0.1",""
"90","Faeron","46$0.00%46.0","-","90","0.00%","0.0",""
