"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"77","Korsen","1018939$5.46%1.02m","-","72","75.94%","408.3",""
"80","Scyter","1008630$5.40%1.01m","72","74","74.74%","404.2",""
"75","Terrelos","996011$5.33%996.0k","-","70","78.24%","399.1",""
"73","Harper","945028$5.06%945.0k","-","66","72.35%","378.7",""
"71","Quel","888137$4.76%888.1k","-","71","79.57%","355.9",""
"64","Mustacheman","883691$4.73%883.7k","-","60","71.90%","354.1",""
"73","Pteradactyl","881400$4.72%881.4k","-","72","67.99%","353.2",""
"60","Backstaber","841800$4.51%841.8k","-","47","76.10%","337.3",""
"88","Chocobos","837150$4.48%837.2k","71","83","61.82%","335.5",""
"66","Nymh","768788$4.12%768.8k","71","55","63.08%","308.1",""
"77","Zoey","750011$4.02%750.0k","69","76","51.90%","300.6",""
"91","Beltran","729187$3.91%729.2k","-","91","66.31%","292.2",""
"70","Parabella","722512$3.87%722.5k","-","57","58.93%","289.5",""
"54","Fourtywinks","704759$3.77%704.8k","-","67","70.17%","282.4",""
"56","Valearix","701478$3.76%701.5k","-","51","59.92%","281.1",""
"41","Kunis","678021$3.63%678.0k","68","46","67.31%","271.7",""
"79","Ezpk","645205$3.46%645.2k","-","71","73.40%","258.6",""
"51","Cbeastwood","591993$3.17%592.0k","-","79","72.30%","237.2",""
"25","Hijax","584305$3.13%584.3k","65","39","67.65%","234.2",""
"52","Catzby","563259$3.02%563.3k","66","58","59.29%","225.7",""
"42","Lahk","508885$2.73%508.9k","67","51","48.59%","203.9",""
"66","Sociables","481975$2.58%482.0k","-","64","84.43%","193.1",""
"50","Catto","449902$2.41%449.9k","-","43","76.62%","180.3",""
"41","Ramzergutzin","434569$2.33%434.6k","-","37","65.20%","174.1",""
"17","Sicc","416666$2.23%416.7k","-","27","48.14%","167.0",""
"45","Kolde","307528$1.65%307.5k","-","32","39.11%","123.2",""
"9","Faithfortis","211432$1.13%211.4k","64","10","62.31%","84.7",""
"98","Shagi","67223$0.36%67.2k","65","98","8.94%","26.9",""
"96","Doomkon","22280$0.12%22.3k","70","96","4.57%","8.9",""
"94","Xinrokh","9229$0.05%9.2k","73","94","3.65%","3.7",""
"97","Ismaela","8263$0.04%8.3k","-","97","0.93%","3.3",""
"99","Faeron","6954$0.04%7.0k","-","99","0.91%","2.8",""
"-","Estaris","2701$0.01%2.7k","72","-","1.99%","1.1",""
"91","Retributus","1919$0.01%1.9k","66","91","0.50%","0.8",""
"-","Mkomacine","1526$0.01%1.5k","-","-","0.00%","0.6",""
"-","Jahlia","621$0.00%621.0","-","-","0.00%","0.2",""
"96","Cosaga","547$0.00%547.0","65","97","0.00%","0.2",""
"-","Midgetszg","16$0.00%16.0","-","-","0.00%","0.0",""
