"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"93","Hereticbabe","1237266$5.64%1.24m","-","93","83.29%","615.0",""
"93","Korsen","1198900$5.47%1.20m","-","92","77.52%","595.9",""
"93","Effective","1131262$5.16%1.13m","-","91","65.73%","562.3",""
"88","Quel","1097492$5.01%1.10m","-","87","80.93%","545.5",""
"92","Scyter","1079989$4.93%1.08m","-","92","69.93%","536.8",""
"92","Moty","1065580$4.86%1.07m","-","92","75.85%","529.6",""
"74","Pteradactyl","1027862$4.69%1.03m","-","73","69.36%","510.9",""
"85","Backstaber","973628$4.44%973.6k","68","85","68.15%","483.9",""
"85","Saeros","914220$4.17%914.2k","-","82","71.21%","454.4",""
"77","Nymh","853466$3.89%853.5k","-","78","72.06%","424.2",""
"75","Fourtywinks","849183$3.87%849.2k","-","75","74.92%","422.1",""
"72","Zoey","768501$3.51%768.5k","71","70","62.60%","382.0",""
"71","Catto","745845$3.40%745.8k","-","71","71.50%","370.7",""
"81","Shagy","743759$3.39%743.8k","-","80","82.77%","369.7",""
"55","Menswear","709955$3.24%710.0k","70","56","60.80%","352.9",""
"86","Ezpk","685048$3.12%685.0k","-","86","73.15%","340.5",""
"72","Kayumi","682327$3.11%682.3k","65","85","71.05%","339.2",""
"53","Parabella","648652$2.96%648.7k","-","52","66.48%","322.4",""
"62","Gatzby","625511$2.85%625.5k","-","63","61.54%","310.9",""
"61","Nemsy","611525$2.79%611.5k","71","57","57.14%","304.0",""
"76","Gutterz","601778$2.75%601.8k","-","82","78.74%","299.1",""
"45","Sicc","592797$2.70%592.8k","-","41","62.65%","294.6",""
"92","Beltran","589817$2.69%589.8k","-","91","58.60%","293.2",""
"73","Chameleon","552583$2.52%552.6k","-","67","54.63%","274.7",""
"80","Faith","550485$2.51%550.5k","-","71","61.07%","273.6",""
"45","Valearix","514771$2.35%514.8k","-","47","52.09%","255.9",""
"60","Lahk","491586$2.24%491.6k","-","60","38.69%","244.3",""
"42","Colde","259330$1.18%259.3k","-","39","47.37%","128.9",""
"90","Aconites","36196$0.17%36.2k","-","90","1.98%","18.0",""
"-","Retributus","32237$0.15%32.2k","-","-","0.54%","16.0",""
"91","Xinrokh","21533$0.10%21.5k","-","91","3.77%","10.7",""
"93","Estaris","15747$0.07%15.7k","-","93","4.48%","7.8",""
"-","Jahlia","7630$0.03%7.6k","-","-","0.00%","3.8",""
"-","Doomkon","4441$0.02%4.4k","-","-","0.00%","2.2",""
"-","Faeron","640$0.00%640.0","-","-","0.00%","0.3",""
"-","Ismaela","392$0.00%392.0","-","-","0.00%","0.2",""
"-","Mkomacine","354$0.00%354.0","-","-","1.11%","0.2",""
