"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"85","Shagy","1035962$5.01%1.04m","-","84","72.42%","503.1",""
"89","Parabella","954801$4.62%954.8k","-","86","67.22%","463.7",""
"89","Nymh","916001$4.43%916.0k","-","91","65.66%","444.9",""
"78","Fourty","891322$4.31%891.3k","-","77","76.55%","432.9",""
"85","Korsen","882654$4.27%882.7k","-","84","66.93%","428.7",""
"83","Saeros","853154$4.13%853.2k","-","81","62.19%","414.4",""
"75","Hereticbabe","849740$4.11%849.7k","-","74","65.34%","412.7",""
"86","Scyter","844204$4.09%844.2k","-","85","61.68%","410.0",""
"80","Backstaber","811082$3.93%811.1k","-","76","64.02%","393.9",""
"81","Harper","799881$3.87%799.9k","-","79","59.45%","388.5",""
"69","Pteradactyl","789627$3.82%789.6k","67","77","57.65%","383.5",""
"76","Quel","760858$3.68%760.9k","-","72","69.84%","369.5",""
"76","Zoey","759528$3.68%759.5k","-","79","66.43%","368.9",""
"68","Mustacheman","749855$3.63%749.9k","-","67","67.63%","364.2",""
"76","Valearix","747828$3.62%747.8k","-","78","58.12%","363.2",""
"81","Gatzby","700926$3.39%700.9k","-","81","58.37%","340.4",""
"91","Chocobos","679491$3.29%679.5k","-","89","54.38%","330.0",""
"79","Chameleon","665007$3.22%665.0k","-","75","61.68%","323.0",""
"85","Faith","647051$3.13%647.1k","-","81","65.67%","314.3",""
"69","Catto","640390$3.10%640.4k","-","69","71.66%","311.0",""
"84","Ezpk","630196$3.05%630.2k","-","80","67.29%","306.1",""
"82","Nemsy","629179$3.05%629.2k","-","79","50.79%","305.6",""
"72","Gutterz","572555$2.77%572.6k","-","88","75.05%","278.1",""
"59","Ramzergutzin","559566$2.71%559.6k","-","55","74.75%","271.8",""
"93","Beltran","545263$2.64%545.3k","-","91","55.83%","264.8",""
"81","Sociables","518899$2.51%518.9k","-","80","73.76%","252.0",""
"55","Lahk","439458$2.13%439.5k","-","76","54.89%","213.4",""
"25","Sicc","416932$2.02%416.9k","-","68","45.71%","202.5",""
"58","Kolde","286534$1.39%286.5k","-","53","44.26%","139.2",""
"93","Retributus","28701$0.14%28.7k","-","93","0.93%","13.9",""
"83","Faeron","26802$0.13%26.8k","-","83","0.77%","13.0",""
"99","Doomkon","6538$0.03%6.5k","-","99","1.16%","3.2",""
"-","Aconites","6356$0.03%6.4k","-","-","1.26%","3.1",""
"-","Estaris","6268$0.03%6.3k","-","-","0.63%","3.0",""
"94","Xinrokh","2948$0.01%2.9k","-","94","0.00%","1.4",""
"88","Mkomacine","1422$0.01%1.4k","-","87","0.68%","0.7",""
"81","Ganesh","567$0.00%567.0","-","80","0.00%","0.3",""
