"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"68","Shagy","1000372$5.29%1.00m","-","68","71.71%","408.3",""
"77","Hereticbabe","956049$5.06%956.0k","-","79","76.14%","390.2",""
"68","Saeros","915265$4.84%915.3k","71","63","73.50%","373.6",""
"54","Zoey","885479$4.68%885.5k","-","61","53.10%","361.4",""
"72","Harper","884476$4.68%884.5k","68","78","70.98%","361.0",""
"51","Effective","820812$4.34%820.8k","66","46","71.73%","335.0",""
"69","Parabella","795800$4.21%795.8k","71","65","71.75%","324.8",""
"62","Scyter","773755$4.09%773.8k","-","85","68.80%","315.8",""
"51","Fourty","748783$3.96%748.8k","64","56","69.91%","305.6",""
"66","Chocobos","734053$3.88%734.1k","66","80","65.50%","299.6",""
"44","Nymh","726014$3.84%726.0k","65","60","54.50%","296.3",""
"46","Oznob","706225$3.74%706.2k","70","39","56.10%","288.2",""
"33","Jsyk","657407$3.48%657.4k","-","69","73.44%","268.3",""
"71","Ezpk","646704$3.42%646.7k","66","79","70.88%","263.9",""
"82","Beltran","642219$3.40%642.2k","66","88","67.88%","262.1",""
"41","Nemsy","639656$3.38%639.7k","69","37","56.43%","261.1",""
"43","Lockemup","639411$3.38%639.4k","69","38","54.82%","261.0",""
"48","Gatzby","629754$3.33%629.8k","-","46","53.88%","257.0",""
"45","Chameleon","616438$3.26%616.4k","67","54","60.20%","251.6",""
"55","Ramzergutzin","584040$3.09%584.0k","-","54","55.01%","238.4",""
"69","Eranei","573141$3.03%573.1k","66","77","53.88%","233.9",""
"21","Pteradactyl","543602$2.88%543.6k","65","30","57.57%","221.9",""
"17","Mustacheman","531579$2.81%531.6k","-","19","66.94%","217.0",""
"54","Omegatran","523426$2.77%523.4k","-","60","56.04%","213.6",""
"70","Gutterz","498809$2.64%498.8k","-","62","77.50%","203.6",""
"46","Rigbi","479498$2.54%479.5k","65","62","62.96%","195.7",""
"49","Sociables","372777$1.97%372.8k","-","61","84.37%","152.1",""
"27","Kolde","330299$1.75%330.3k","-","29","50.11%","134.8",""
"-","Faithmender","24597$0.13%24.6k","61","-","0.91%","10.0",""
"-","Faeron","7578$0.04%7.6k","-","-","0.00%","3.1",""
"50","Estaris","7452$0.04%7.5k","68","50","3.25%","3.0",""
"88","Doomkon","3700$0.02%3.7k","66","89","0.86%","1.5",""
"96","Ismaela","2519$0.01%2.5k","68","96","0.00%","1.0",""
"90","Stoffhelm","2454$0.01%2.5k","-","90","1.68%","1.0",""
"-","Geldschulder","456$0.00%456.0","68","-","0.00%","0.2",""
"-","Etraeus","115$0.00%115.0","68","-","0.00%","0.0",""
"-","Retributus","44$0.00%44.0","64","-","0.00%","0.0",""
