"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"62","Korsen","1371735$4.84%1.37m","-","60","72.62%","417.2",""
"70","Backstaber","1312390$4.63%1.31m","-","66","70.10%","399.1",""
"67","Scyter","1286751$4.54%1.29m","-","64","63.67%","391.3",""
"76","Effective","1273560$4.49%1.27m","-","77","63.57%","387.3",""
"62","Saeros","1253614$4.42%1.25m","-","56","69.31%","381.2",""
"61","Moty","1228586$4.33%1.23m","-","65","75.11%","373.6",""
"57","Hereticbabe","1190600$4.20%1.19m","-","53","73.38%","362.1",""
"44","Zoey","1182901$4.17%1.18m","70","42","58.92%","359.7",""
"52","Fourtywinks","1174540$4.14%1.17m","-","57","74.28%","357.2",""
"51","Mustacheman","1136737$4.01%1.14m","-","50","71.50%","345.7",""
"45","Pteradactyl","1130409$3.99%1.13m","-","38","68.05%","343.8",""
"41","Nymh","1082941$3.82%1.08m","-","38","67.97%","329.3",""
"55","Shagy","1041421$3.67%1.04m","-","51","69.52%","316.7",""
"52","Parabella","1025407$3.62%1.03m","-","47","55.74%","311.8",""
"49","Quel","1017146$3.59%1.02m","-","46","72.08%","309.3",""
"73","Chocobos","993247$3.50%993.2k","-","68","64.95%","302.1",""
"72","Ezpk","973486$3.43%973.5k","-","68","69.22%","296.0",""
"43","Valearix","899867$3.18%899.9k","-","43","55.62%","273.7",""
"30","Gatzby","886170$3.13%886.2k","-","30","52.15%","269.5",""
"73","Beltran","876836$3.09%876.8k","-","75","61.08%","266.7",""
"45","Catto","839512$2.96%839.5k","-","41","75.41%","255.3",""
"59","Lahk","831860$2.94%831.9k","-","62","55.06%","253.0",""
"50","Nemsy","814154$2.87%814.2k","-","45","49.75%","247.6",""
"57","Ramzergutzin","719022$2.54%719.0k","-","62","68.96%","218.7",""
"20","Sicc","710103$2.51%710.1k","-","23","50.46%","215.9",""
"71","Gutterz","664722$2.35%664.7k","-","80","68.91%","202.1",""
"33","Culde","599996$2.12%600.0k","-","41","40.43%","182.5",""
"47","Faith","523797$1.85%523.8k","-","39","43.77%","159.3",""
"96","Jahlia","70752$0.25%70.8k","-","96","2.09%","21.5",""
"93","Xinrokh","42911$0.15%42.9k","-","94","0.75%","13.0",""
"89","Aconites","37348$0.13%37.3k","-","89","3.82%","11.4",""
"93","Retributus","24372$0.09%24.4k","-","93","1.08%","7.4",""
"-","Catzby","19248$0.07%19.2k","68","-","1.19%","5.9",""
"86","Doomkon","18646$0.07%18.6k","-","86","0.91%","5.7",""
"-","Cbeastwood","17889$0.06%17.9k","66","-","1.25%","5.4",""
"-","Ismaela","16391$0.06%16.4k","-","-","0.70%","5.0",""
"-","Chameleon","14219$0.05%14.2k","72","-","0.88%","4.3",""
"81","Estaris","13154$0.05%13.2k","-","80","1.67%","4.0",""
"-","Freezemup","10917$0.04%10.9k","66","-","0.91%","3.3",""
"-","Saiter","6385$0.02%6.4k","55","-","0.57%","1.9",""
"-","Faeron","6098$0.02%6.1k","-","-","0.00%","1.9",""
"-","Hiredbounty","923$0.00%923.0","69","-","0.00%","0.3",""
"-","Faithfortis","235$0.00%235.0","65","-","0.00%","0.1",""
"-","Mkomacine","172$0.00%172.0","-","-","0.00%","0.1",""
"-","Tate","103$0.00%103.0","-","-","0.00%","0.0",""
