"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"74","Saeros","1377363$5.21%1.38m","-","82","69.03%","437.6",""
"66","Shagy","1357764$5.14%1.36m","-","66","72.81%","431.4",""
"73","Hereticbabe","1341638$5.08%1.34m","-","74","74.56%","426.3",""
"75","Nymh","1278745$4.84%1.28m","65","85","61.64%","406.3",""
"67","Zoey","1203477$4.55%1.20m","-","79","57.95%","382.4",""
"49","Scyter","1184530$4.48%1.18m","62","80","69.79%","376.4",""
"52","Omegatran","1156564$4.38%1.16m","64","55","78.91%","367.5",""
"67","Harper","1127491$4.27%1.13m","-","78","60.98%","358.2",""
"56","Parabella","1090423$4.13%1.09m","-","57","60.72%","346.5",""
"46","Effective","1024530$3.88%1.02m","-","45","71.45%","325.5",""
"76","Chocobos","933965$3.53%934.0k","66","86","61.14%","296.8",""
"23","Mustacheman","932020$3.53%932.0k","67","33","69.73%","296.1",""
"72","Eranei","864148$3.27%864.1k","66","80","61.90%","274.6",""
"29","Pteradactyl","859692$3.25%859.7k","-","50","55.70%","273.2",""
"83","Beltran","848769$3.21%848.8k","66","89","58.09%","269.7",""
"58","Ezpk","827840$3.13%827.8k","-","69","67.48%","263.0",""
"54","Mgcraisin","803763$3.04%803.8k","-","57","67.03%","255.4",""
"70","Chameleon","794347$3.01%794.3k","-","82","47.76%","252.4",""
"47","Gatzby","794259$3.01%794.3k","-","63","50.32%","252.4",""
"34","Menswear","782707$2.96%782.7k","-","35","50.63%","248.7",""
"55","Nemsy","766831$2.90%766.8k","-","66","50.30%","243.6",""
"26","Ramzergutzin","761685$2.88%761.7k","-","24","70.12%","242.0",""
"56","Lockemup","757508$2.87%757.5k","-","57","58.60%","240.7",""
"58","Gutterz","687830$2.60%687.8k","-","52","78.29%","218.5",""
"47","Faith","634556$2.40%634.6k","-","55","58.85%","201.6",""
"15","Oznob","616335$2.33%616.3k","68","18","44.70%","195.8",""
"47","Catt","531269$2.01%531.3k","-","45","57.77%","168.8",""
"65","Sociables","528821$2.00%528.8k","-","69","74.35%","168.0",""
"34","Kolde","412080$1.56%412.1k","-","52","50.07%","130.9",""
"77","Estaris","99934$0.38%99.9k","68","77","10.68%","31.8",""
"93","Faeron","14826$0.06%14.8k","68","92","0.00%","4.7",""
"93","Etraeus","14463$0.05%14.5k","68","93","0.00%","4.6",""
"75","Doomkon","6576$0.02%6.6k","-","77","0.94%","2.1",""
"-","Saltsupreme","2680$0.01%2.7k","63","-","0.74%","0.9",""
"82","Adabecies","1753$0.01%1.8k","61","83","0.80%","0.6",""
"-","Alcade","477$0.00%477.0","67","-","0.00%","0.2",""
"71","Ismaela","286$0.00%286.0","66","74","0.00%","0.1",""
"-","Retributus","239$0.00%239.0","64","-","0.00%","0.1",""
