"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"86","Saeros","1113684$5.24%1.11m","-","84","67.22%","458.0",""
"64","Fourty","1091592$5.14%1.09m","-","62","77.25%","448.9",""
"87","Hereticbabe","1033776$4.87%1.03m","-","87","65.28%","425.1",""
"74","Backstaber","993807$4.68%993.8k","67","82","68.37%","408.7",""
"74","Shagy","959071$4.51%959.1k","-","73","75.71%","394.4",""
"66","Mustacheman","927393$4.36%927.4k","-","70","72.84%","381.4",""
"70","Nymh","908852$4.28%908.9k","-","72","69.43%","373.8",""
"72","Harper","836285$3.94%836.3k","-","72","60.49%","343.9",""
"56","Pteradactyl","817301$3.85%817.3k","-","74","61.48%","336.1",""
"84","Faith","772241$3.63%772.2k","-","87","75.27%","317.6",""
"72","Parabella","740519$3.48%740.5k","72","69","56.82%","304.5",""
"77","Quel","735940$3.46%735.9k","-","81","57.20%","302.7",""
"79","Ezpk","734360$3.46%734.4k","-","79","68.17%","302.0",""
"66","Effective","712126$3.35%712.1k","-","62","66.50%","292.9",""
"75","Chameleon","704483$3.32%704.5k","-","73","53.13%","289.7",""
"80","Scyter","698439$3.29%698.4k","-","86","44.97%","287.2",""
"65","Nemsy","653777$3.08%653.8k","-","59","58.37%","268.9",""
"77","Zoey","648744$3.05%648.7k","-","87","43.89%","266.8",""
"80","Sociables","640505$3.01%640.5k","-","86","80.17%","263.4",""
"71","Beltran","637006$3.00%637.0k","68","74","59.74%","262.0",""
"45","Menswear","627707$2.95%627.7k","-","43","47.60%","258.1",""
"56","Ramzergutzin","627627$2.95%627.6k","-","50","73.92%","258.1",""
"57","Gatzby","622241$2.93%622.2k","-","64","47.24%","255.9",""
"82","Chocobos","570735$2.69%570.7k","-","81","52.64%","234.7",""
"58","Gutterz","567206$2.67%567.2k","-","74","77.67%","233.3",""
"33","Donaldglover","551107$2.59%551.1k","-","33","60.11%","226.6",""
"74","Catt","497929$2.34%497.9k","-","72","68.87%","204.8",""
"8","Yolohaloman","377086$1.77%377.1k","60","35","56.20%","155.1",""
"48","Kolde","353254$1.66%353.3k","-","45","48.58%","145.3",""
"97","Mkomacine","31560$0.15%31.6k","-","97","0.00%","13.0",""
"85","Faeron","25182$0.12%25.2k","69","86","0.66%","10.4",""
"82","Estaris","21257$0.10%21.3k","70","81","3.04%","8.7",""
"71","Retributus","6984$0.03%7.0k","-","74","0.00%","2.9",""
"85","Xinrokh","6131$0.03%6.1k","-","84","2.63%","2.5",""
"-","Master Elemental Shaper Krixix","1890$0.01%1.9k","-","-","0.85%","0.8",""
"-","Jahlia","655$0.00%655.0","65","-","0.00%","0.3",""
"71","Geldschulder","426$0.00%426.0","-","71","0.00%","0.2",""
