"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"80","Shagy","662897$6.24%662.9k","-","83","77.17%","450.0",""
"90","Parabella","616854$5.81%616.9k","-","90","77.70%","418.7",""
"53","Zoey","525433$4.95%525.4k","67","62","51.27%","356.7",""
"53","Nymh","491565$4.63%491.6k","65","74","58.17%","333.7",""
"55","Saeros","479411$4.52%479.4k","69","57","73.43%","325.4",""
"63","Harper","475785$4.48%475.8k","68","68","64.43%","323.0",""
"56","Effective","461057$4.34%461.1k","65","56","80.40%","313.0",""
"75","Chocobos","459811$4.33%459.8k","66","88","62.58%","312.1",""
"33","Scyter","433409$4.08%433.4k","62","66","72.34%","294.2",""
"54","Omegatran","403406$3.80%403.4k","-","61","74.58%","273.8",""
"61","Gatzby","403257$3.80%403.3k","68","62","49.97%","273.7",""
"49","Chameleon","397821$3.75%397.8k","66","64","55.29%","270.0",""
"55","Ramzergutzin","397163$3.74%397.2k","65","57","72.97%","269.6",""
"26","Pteradactyl","382362$3.60%382.4k","64","42","54.20%","259.5",""
"53","Nemsy","378596$3.57%378.6k","68","56","53.19%","257.0",""
"55","Lockemup","353974$3.33%354.0k","69","51","57.92%","240.3",""
"20","Mustacheman","347019$3.27%347.0k","-","31","70.42%","235.6",""
"19","Oznob","341637$3.22%341.6k","69","15","47.08%","231.9",""
"68","Ezpk","336533$3.17%336.5k","-","69","69.15%","228.4",""
"15","Jsyk","334331$3.15%334.3k","59","54","65.06%","226.9",""
"82","Eranei","326787$3.08%326.8k","66","89","45.98%","221.8",""
"62","Mgcraisin","321471$3.03%321.5k","62","66","63.35%","218.2",""
"52","Hereticbabe","321423$3.03%321.4k","-","56","48.68%","218.2",""
"52","Gutterz","292626$2.76%292.6k","-","44","79.45%","198.6",""
"50","Rigbi","275485$2.59%275.5k","64","76","48.95%","187.0",""
"60","Sociables","196619$1.85%196.6k","-","73","63.74%","133.5",""
"35","Kolde","183361$1.73%183.4k","65","45","50.37%","124.5",""
"-","Adabecies","6127$0.06%6.1k","61","-","1.69%","4.2",""
"99","Estaris","5138$0.05%5.1k","68","99","2.72%","3.5",""
"92","Doomkon","4445$0.04%4.4k","66","93","3.35%","3.0",""
"-","Meaftuck","845$0.01%845.0","58","-","0.00%","0.6",""
"-","Sugarwallace","553$0.01%553.0","64","-","0.53%","0.4",""
"-","Alcade","376$0.00%376.0","67","-","0.00%","0.3",""
"-","Etraeus","245$0.00%245.0","68","-","0.00%","0.2",""
"91","Faithmender","119$0.00%119.0","61","90","0.00%","0.1",""
"-","Retributus","26$0.00%26.0","-","-","0.00%","0.0",""
