"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"81","Quel","981232$5.16%981.2k","-","75","82.49%","438.2",""
"80","Saeros","960121$5.05%960.1k","-","75","75.51%","428.8",""
"86","Scyter","925989$4.87%926.0k","-","80","67.06%","413.5",""
"80","Pteradactyl","855651$4.50%855.7k","71","73","61.68%","382.1",""
"77","Backstaber","842898$4.44%842.9k","73","67","69.72%","376.4",""
"77","Effective","816548$4.30%816.5k","-","70","74.82%","364.6",""
"73","Nymh","804772$4.24%804.8k","71","64","63.05%","359.4",""
"88","Zoey","799608$4.21%799.6k","69","87","56.56%","357.1",""
"75","Fourtywinks","778354$4.10%778.4k","68","81","70.73%","347.6",""
"83","Parabella","761646$4.01%761.6k","-","73","60.56%","340.1",""
"66","Hereticbabe","759774$4.00%759.8k","67","59","69.52%","339.3",""
"69","Shagy","753454$3.97%753.5k","-","67","63.52%","336.5",""
"59","Mustacheman","738693$3.89%738.7k","-","53","67.57%","329.9",""
"66","Harper","700451$3.69%700.5k","-","62","63.28%","312.8",""
"92","Beltran","674197$3.55%674.2k","-","90","62.47%","301.1",""
"74","Ezpk","619570$3.26%619.6k","-","63","73.64%","276.7",""
"88","Chocobos","592413$3.12%592.4k","71","83","48.85%","264.6",""
"66","Chameleon","567392$2.99%567.4k","-","56","50.74%","253.4",""
"49","Valearix","538163$2.83%538.2k","71","44","51.79%","240.3",""
"51","Cbeastwood","531900$2.80%531.9k","64","76","63.73%","237.5",""
"60","Lahk","504616$2.66%504.6k","-","70","45.55%","225.3",""
"54","Catzby","481938$2.54%481.9k","-","62","54.87%","215.2",""
"67","Catto","481327$2.53%481.3k","-","60","74.54%","214.9",""
"29","Hijax","479573$2.52%479.6k","65","43","60.81%","214.2",""
"73","Sociables","473573$2.49%473.6k","-","80","75.31%","211.5",""
"55","Ramzergutzin","413399$2.18%413.4k","-","53","72.98%","184.6",""
"15","Sicc","400723$2.11%400.7k","-","13","44.12%","179.0",""
"48","Kunis","347309$1.83%347.3k","68","53","37.12%","155.1",""
"45","Kolde","248688$1.31%248.7k","71","34","35.77%","111.1",""
"7","Faithfortis","136343$0.72%136.3k","64","7","33.96%","60.9",""
"72","Xinrokh","19575$0.10%19.6k","74","73","6.48%","8.7",""
"92","Doomkon","5752$0.03%5.8k","69","92","0.68%","2.6",""
"95","Retributus","2136$0.01%2.1k","66","95","0.76%","1.0",""
"95","Faeron","1346$0.01%1.3k","-","94","1.36%","0.6",""
"89","Estaris","764$0.00%764.0","72","89","0.00%","0.3",""
"-","Ismaela","366$0.00%366.0","-","-","0.00%","0.2",""
"94","Cosaga","257$0.00%257.0","67","95","0.00%","0.1",""
"-","Mkomacine","141$0.00%141.0","-","-","0.00%","0.1",""
"-","Ganesh","18$0.00%18.0","69","-","0.00%","0.0",""
