"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"74","Korsen","1191085$6.37%1.19m","-","68","73.77%","405.9",""
"67","Backstaber","1143341$6.12%1.14m","-","59","73.62%","389.6",""
"72","Parabella","1093473$5.85%1.09m","-","69","73.71%","372.6",""
"59","Hereticbabe","1067093$5.71%1.07m","-","54","77.28%","363.6",""
"93","Beltran","1032077$5.52%1.03m","-","92","69.57%","351.7",""
"58","Moty","1023283$5.48%1.02m","-","52","77.81%","348.7",""
"64","Fourtywinks","1019026$5.45%1.02m","-","64","76.67%","347.2",""
"67","Nemsy","970407$5.19%970.4k","71","57","68.16%","330.7",""
"47","Nymh","916355$4.90%916.4k","71","42","70.40%","312.2",""
"69","Uglyduck","865403$4.63%865.4k","68","74","75.53%","294.9",""
"52","Quel","853214$4.57%853.2k","-","51","74.60%","290.7",""
"56","Cbeastwood","778993$4.17%779.0k","67","63","74.61%","265.4",""
"61","Catzby","719174$3.85%719.2k","70","61","56.41%","245.1",""
"62","Shagy","702686$3.76%702.7k","-","61","85.51%","239.4",""
"69","Ezpk","673737$3.61%673.7k","-","60","61.26%","229.6",""
"23","Sicc","640257$3.43%640.3k","71","19","59.48%","218.2",""
"29","Lahk","619676$3.32%619.7k","69","27","45.42%","211.2",""
"28","Plume","591220$3.16%591.2k","-","50","56.14%","201.5",""
"33","Atreaus","533166$2.85%533.2k","63","40","74.64%","181.7",""
"26","Fireopal","497044$2.66%497.0k","-","34","48.01%","169.4",""
"13","Krìshna","433139$2.32%433.1k","56","33","55.54%","147.6",""
"9","Meaftonk","394386$2.11%394.4k","56","39","60.83%","134.4",""
"13","Jaequellin","364919$1.95%364.9k","-","33","56.44%","124.3",""
"21","Colde","295387$1.58%295.4k","-","25","73.18%","100.7",""
"11","Faithfortis","231829$1.24%231.8k","65","15","53.06%","79.0",""
"-","Estaris","13273$0.07%13.3k","-","-","4.56%","4.5",""
"95","Xinrokh","10718$0.06%10.7k","73","94","4.27%","3.7",""
"84","Jahlia","4961$0.03%5.0k","-","84","0.00%","1.7",""
"96","Retributus","2513$0.01%2.5k","66","96","0.00%","0.9",""
"95","Doomkon","2389$0.01%2.4k","70","95","0.00%","0.8",""
"94","Ismaela","661$0.00%661.0","-","95","0.00%","0.2",""
"91","Faeron","570$0.00%570.0","-","91","0.00%","0.2",""
"-","Tate","139$0.00%139.0","67","-","0.00%","0.0",""
