"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"92","Effective","1117306$5.83%1.12m","-","91","78.71%","579.3",""
"86","Korsen","998843$5.21%998.8k","69","83","76.81%","517.9",""
"94","Backstaber","938441$4.90%938.4k","-","90","77.07%","486.6",""
"78","Quel","854768$4.46%854.8k","-","74","75.85%","443.2",""
"83","Saeros","852114$4.45%852.1k","-","79","67.01%","441.8",""
"94","Pteradactyl","842017$4.40%842.0k","71","91","63.32%","436.6",""
"89","Fourtywinks","838960$4.38%839.0k","68","93","70.76%","435.0",""
"86","Harper","828604$4.33%828.6k","-","86","72.03%","429.6",""
"77","Mustacheman","814804$4.25%814.8k","71","74","73.02%","422.5",""
"91","Zoey","685165$3.58%685.2k","-","92","54.23%","355.2",""
"79","Nymh","682807$3.56%682.8k","-","73","59.57%","354.0",""
"66","Scyter","641405$3.35%641.4k","72","58","63.75%","332.6",""
"89","Gutterz","620852$3.24%620.9k","-","93","77.76%","321.9",""
"98","Beltran","595577$3.11%595.6k","-","98","56.62%","308.8",""
"91","Ezpk","591474$3.09%591.5k","-","88","61.83%","306.7",""
"79","Catto","582936$3.04%582.9k","-","76","77.99%","302.2",""
"69","Hereticbabe","580003$3.03%580.0k","67","63","63.50%","300.7",""
"67","Shagy","569726$2.97%569.7k","-","64","61.64%","295.4",""
"85","Chocobos","560395$2.93%560.4k","71","79","56.69%","290.6",""
"61","Parabella","552679$2.89%552.7k","-","51","53.80%","286.6",""
"73","Chameleon","534482$2.79%534.5k","-","66","47.79%","277.1",""
"72","Catzby","494199$2.58%494.2k","67","75","47.52%","256.2",""
"89","Sociables","490300$2.56%490.3k","-","89","81.14%","254.2",""
"54","Cbeastwood","482317$2.52%482.3k","-","76","69.63%","250.1",""
"51","Valearix","468809$2.45%468.8k","71","45","50.59%","243.1",""
"29","Hijax","466128$2.43%466.1k","-","44","71.25%","241.7",""
"65","Lahk","438520$2.29%438.5k","68","68","42.41%","227.4",""
"50","Sicc","431711$2.25%431.7k","66","60","46.43%","223.8",""
"14","Ramzergutsin","237731$1.24%237.7k","60","25","37.95%","123.3",""
"45","Kolde","214402$1.12%214.4k","70","36","37.75%","111.2",""
"9","Faithfortis","127769$0.67%127.8k","65","8","39.88%","66.2",""
"97","Doomkon","8415$0.04%8.4k","70","97","2.85%","4.4",""
"48","Xinrokh","5248$0.03%5.2k","74","49","3.26%","2.7",""
"97","Retributus","4699$0.02%4.7k","66","97","0.71%","2.4",""
"96","Estaris","1290$0.01%1.3k","72","95","0.71%","0.7",""
"-","Mkomacine","335$0.00%335.0","-","-","0.00%","0.2",""
"-","Faeron","213$0.00%213.0","-","-","0.63%","0.1",""
"95","Ismaela","121$0.00%121.0","-","94","0.00%","0.1",""
"-","Amatèrasu","20$0.00%20.0","66","-","0.00%","0.0",""
