"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"79","Korsen","1058218$5.50%1.06m","-","73","76.79%","423.3",""
"69","Quel","953557$4.95%953.6k","-","65","78.55%","381.4",""
"74","Saeros","944439$4.91%944.4k","-","70","72.09%","377.8",""
"86","Chocobos","897335$4.66%897.3k","-","80","67.55%","358.9",""
"66","Pteradactyl","848634$4.41%848.6k","70","59","65.82%","339.5",""
"70","Mustacheman","837239$4.35%837.2k","-","71","67.77%","334.9",""
"69","Backstaber","832047$4.32%832.0k","-","58","69.64%","332.8",""
"70","Harper","831470$4.32%831.5k","-","62","64.73%","332.6",""
"78","Parabella","808391$4.20%808.4k","-","68","62.78%","323.4",""
"79","Zoey","806009$4.19%806.0k","-","78","59.29%","322.4",""
"88","Beltran","779594$4.05%779.6k","-","88","65.55%","311.8",""
"70","Nymh","769757$4.00%769.8k","69","68","59.25%","307.9",""
"56","Valearix","764259$3.97%764.3k","71","50","60.60%","305.7",""
"86","Ezpk","761894$3.96%761.9k","-","79","75.01%","304.8",""
"52","Fourtywinks","697880$3.63%697.9k","64","75","66.77%","279.1",""
"35","Hijax","694235$3.61%694.2k","-","53","71.02%","277.7",""
"51","Kunis","679990$3.53%680.0k","68","56","62.07%","272.0",""
"65","Catto","679343$3.53%679.3k","-","62","76.79%","271.7",""
"52","Catzby","600246$3.12%600.2k","66","59","61.57%","240.1",""
"65","Gutterz","566814$2.94%566.8k","-","71","79.73%","226.7",""
"73","Sociables","549802$2.86%549.8k","-","73","83.60%","219.9",""
"47","Lahk","548938$2.85%548.9k","67","58","51.89%","219.6",""
"46","Ramzergutzin","494490$2.57%494.5k","-","39","61.84%","197.8",""
"41","Chameleon","448507$2.33%448.5k","72","29","43.95%","179.4",""
"54","Kolde","403772$2.10%403.8k","-","40","51.04%","161.5",""
"9","Sicc","364490$1.89%364.5k","-","15","49.22%","145.8",""
"6","Saiter","326239$1.69%326.2k","52","32","43.97%","130.5",""
"12","Faithfortis","197807$1.03%197.8k","64","14","46.31%","79.1",""
"96","Shagi","58591$0.30%58.6k","65","96","7.17%","23.4",""
"96","Xinrokh","13645$0.07%13.6k","72","96","6.24%","5.5",""
"-","Aconites","8115$0.04%8.1k","70","-","1.50%","3.2",""
"98","Faeron","7080$0.04%7.1k","-","98","1.55%","2.8",""
"98","Doomkon","5556$0.03%5.6k","70","97","2.90%","2.2",""
"96","Cosaga","3717$0.02%3.7k","65","97","0.00%","1.5",""
"95","Retributus","2351$0.01%2.4k","66","95","0.00%","0.9",""
"-","Estaris","1212$0.01%1.2k","72","-","0.70%","0.5",""
"91","Ismaela","1167$0.01%1.2k","-","92","0.00%","0.5",""
"-","Jahlia","572$0.00%572.0","-","-","0.00%","0.2",""
"-","Mkomacine","322$0.00%322.0","-","-","0.00%","0.1",""
