"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"81","Scyter","831389$5.11%831.4k","-","86","76.85%","399.4",""
"76","Harper","794199$4.88%794.2k","72","69","70.81%","381.5",""
"76","Backstaber","783833$4.82%783.8k","70","76","73.36%","376.5",""
"70","Saeros","783594$4.82%783.6k","72","62","74.22%","376.4",""
"82","Parabella","772032$4.74%772.0k","73","73","69.23%","370.9",""
"70","Effective","750293$4.61%750.3k","-","63","73.56%","360.4",""
"77","Quel","733361$4.51%733.4k","-","72","74.68%","352.3",""
"70","Mustacheman","729859$4.49%729.9k","71","66","71.08%","350.6",""
"61","Valearix","671205$4.13%671.2k","67","70","66.01%","322.4",""
"78","Chocobos","643847$3.96%643.8k","-","73","60.96%","309.3",""
"78","Zoey","627530$3.86%627.5k","66","89","56.94%","301.5",""
"80","Ezpk","620504$3.81%620.5k","72","72","75.45%","298.1",""
"53","Nymh","620229$3.81%620.2k","70","46","59.97%","297.9",""
"55","Pteradactyl","614534$3.78%614.5k","65","74","67.40%","295.2",""
"45","Donaldglover","594443$3.65%594.4k","66","40","74.66%","285.6",""
"58","Nemsy","587951$3.61%588.0k","71","46","63.68%","282.4",""
"48","Hereticbabe","575604$3.54%575.6k","-","47","64.57%","276.5",""
"90","Beltran","557183$3.42%557.2k","68","91","58.19%","267.7",""
"46","Shagy","539315$3.31%539.3k","-","43","62.27%","259.1",""
"62","Gatzby","501694$3.08%501.7k","68","65","45.40%","241.0",""
"45","Chameleon","487974$3.00%488.0k","70","37","50.02%","234.4",""
"74","Sociables","476699$2.93%476.7k","-","77","80.24%","229.0",""
"76","Gutterz","474614$2.92%474.6k","-","84","77.06%","228.0",""
"19","Deadwinks","350797$2.16%350.8k","59","55","60.25%","168.5",""
"38","Catto","320000$1.97%320.0k","-","46","72.34%","153.7",""
"19","Ramzergutsin","316035$1.94%316.0k","60","37","52.73%","151.8",""
"9","Xenôs","281401$1.73%281.4k","57","34","65.41%","135.2",""
"10","Faithfortis","181736$1.12%181.7k","59","20","56.43%","87.3",""
"62","Kolde","16247$0.10%16.2k","71","63","9.02%","7.8",""
"99","Retributus","15798$0.10%15.8k","66","99","11.33%","7.6",""
"-","Aconites","6172$0.04%6.2k","-","-","0.00%","3.0",""
"92","Faeron","5106$0.03%5.1k","-","93","3.63%","2.5",""
"97","Ismaela","3531$0.02%3.5k","68","97","0.54%","1.7",""
"-","Mkomacine","899$0.01%899.0","69","-","0.00%","0.4",""
"85","Doomkon","430$0.00%430.0","68","85","0.00%","0.2",""
"-","Estaris","336$0.00%336.0","-","-","0.82%","0.2",""
"-","Khadde","286$0.00%286.0","64","-","0.00%","0.1",""
"-","Bjolvarr","8$0.00%8.0","61","-","0.00%","0.0",""
"-","Iosefka","8$0.00%8.0","-","-","0.00%","0.0",""
