"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"82","Scyter","1523552$6.52%1.52m","-","82","74.14%","469.6",""
"80","Backstaber","1503831$6.43%1.50m","-","78","75.41%","463.5",""
"67","Parabella","1379636$5.90%1.38m","-","63","74.26%","425.2",""
"60","Moty","1340341$5.73%1.34m","-","61","77.63%","413.1",""
"61","Effective","1325224$5.67%1.33m","-","57","80.24%","408.4",""
"59","Mustacheman","1283700$5.49%1.28m","-","59","74.32%","395.6",""
"60","Zoey","1151980$4.93%1.15m","-","61","56.05%","355.0",""
"64","Quel","1133745$4.85%1.13m","-","64","78.57%","349.4",""
"51","Saeros","1123811$4.81%1.12m","-","48","68.20%","346.4",""
"40","Fourtywinks","987140$4.22%987.1k","-","41","67.11%","304.2",""
"73","Ezpk","959479$4.10%959.5k","-","67","69.66%","295.7",""
"84","Beltran","878098$3.76%878.1k","-","80","64.77%","270.6",""
"73","Shagy","843101$3.61%843.1k","-","70","82.10%","259.8",""
"68","Faith","834734$3.57%834.7k","-","59","66.15%","257.3",""
"49","Nemsy","740770$3.17%740.8k","70","49","52.41%","228.3",""
"16","Sicc","737115$3.15%737.1k","71","16","51.24%","227.2",""
"37","Gatzby","727073$3.11%727.1k","-","39","45.75%","224.1",""
"65","Menswear","726663$3.11%726.7k","-","68","47.87%","224.0",""
"34","Lahk","622321$2.66%622.3k","69","37","47.96%","191.8",""
"49","Rippercase","564354$2.41%564.4k","-","46","36.65%","173.9",""
"13","Ramzergutsin","554875$2.37%554.9k","63","29","53.14%","171.0",""
"19","Valearix","552549$2.36%552.5k","71","18","42.22%","170.3",""
"68","Korsen","509902$2.18%509.9k","-","63","28.94%","157.2",""
"29","Imam","473987$2.03%474.0k","65","51","69.10%","146.1",""
"52","Catt","422494$1.81%422.5k","-","55","67.83%","130.2",""
"18","Colde","260324$1.11%260.3k","-","19","44.72%","80.2",""
"-","Estaris","53444$0.23%53.4k","-","-","3.57%","16.5",""
"71","Jahlia","37888$0.16%37.9k","-","71","1.50%","11.7",""
"91","Aconites","36898$0.16%36.9k","-","92","1.12%","11.4",""
"97","Retributus","26833$0.11%26.8k","-","97","0.00%","8.3",""
"75","Ismaela","19188$0.08%19.2k","-","76","0.74%","5.9",""
"89","Xinrokh","18919$0.08%18.9k","-","89","1.54%","5.8",""
"68","Doomkon","12057$0.05%12.1k","-","69","1.28%","3.7",""
"93","Amatèrasu","10441$0.04%10.4k","66","92","0.00%","3.2",""
"92","Faeron","134$0.00%134.0","-","92","0.00%","0.0",""
