"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"83","Saeros","965002$5.25%965.0k","72","78","79.30%","423.3",""
"80","Shagy","926422$5.04%926.4k","-","78","82.34%","406.4",""
"74","Backstaber","905786$4.93%905.8k","70","74","79.32%","397.4",""
"71","Scyter","903832$4.92%903.8k","68","76","74.95%","396.5",""
"81","Harper","896614$4.88%896.6k","72","77","73.82%","393.3",""
"82","Parabella","886291$4.82%886.3k","73","74","76.61%","388.8",""
"68","Ezpze","871415$4.74%871.4k","65","69","78.98%","382.3",""
"86","Zoey","851607$4.64%851.6k","67","92","61.84%","373.6",""
"69","Nymh","832313$4.53%832.3k","70","63","62.28%","365.1",""
"59","Quel","823901$4.48%823.9k","-","52","80.62%","361.4",""
"72","Pteradactyl","796839$4.34%796.8k","66","85","66.96%","349.6",""
"76","Chocobos","781518$4.25%781.5k","70","71","67.36%","342.8",""
"62","Valearix","761729$4.15%761.7k","67","71","68.76%","334.2",""
"64","Hereticbabe","749029$4.08%749.0k","-","63","76.14%","328.6",""
"60","Ramzergutzin","689051$3.75%689.1k","-","53","80.37%","302.3",""
"81","Uglyduck","681669$3.71%681.7k","68","83","68.57%","299.0",""
"93","Beltran","635720$3.46%635.7k","68","94","64.26%","278.9",""
"65","Catto","621677$3.38%621.7k","-","62","77.91%","272.7",""
"22","Hijax","610588$3.32%610.6k","-","39","74.28%","267.9",""
"52","Chameleon","588535$3.20%588.5k","-","40","53.45%","258.2",""
"71","Gutterz","574373$3.13%574.4k","-","77","82.08%","252.0",""
"33","Deadwinks","514626$2.80%514.6k","62","65","69.22%","225.8",""
"74","Sociables","489407$2.66%489.4k","-","79","81.37%","214.7",""
"14","Sicc","432986$2.36%433.0k","-","23","53.26%","189.9",""
"10","Realtetsuo","283676$1.54%283.7k","55","39","54.33%","124.4",""
"10","Faithfortis","237370$1.29%237.4k","59","20","74.05%","104.1",""
"98","Ismaela","10852$0.06%10.9k","68","98","1.74%","4.8",""
"93","Kolde","9290$0.05%9.3k","66","93","5.17%","4.1",""
"94","Xinrokh","8941$0.05%8.9k","71","94","3.60%","3.9",""
"-","Aconites","8321$0.05%8.3k","70","-","0.93%","3.7",""
"98","Retributus","7012$0.04%7.0k","66","98","0.00%","3.1",""
"96","Faeron","6829$0.04%6.8k","69","96","2.13%","3.0",""
"95","Revo","3335$0.02%3.3k","63","95","1.57%","1.5",""
"49","Estaris","2519$0.01%2.5k","-","49","3.48%","1.1",""
"93","Mkomacine","2323$0.01%2.3k","69","93","1.26%","1.0",""
"-","Eillindris","630$0.00%630.0","-","-","0.00%","0.3",""
"99","Jahlia","421$0.00%421.0","-","98","0.00%","0.2",""
"-","Doomkon","419$0.00%419.0","68","-","0.00%","0.2",""
"-","Gatzbi","211$0.00%211.0","66","-","0.00%","0.1",""
