"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"92","Effective","1273114$6.20%1.27m","-","91","78.19%","623.6",""
"93","Korsen","1221940$5.95%1.22m","-","92","77.73%","598.5",""
"90","Moty","1097334$5.35%1.10m","72","91","79.80%","537.5",""
"90","Backstaber","1043829$5.09%1.04m","-","90","68.67%","511.3",""
"86","Quel","1041699$5.08%1.04m","-","86","77.45%","510.2",""
"86","Fourtywinks","982300$4.79%982.3k","-","86","76.31%","481.2",""
"81","Ramzergutzin","978603$4.77%978.6k","-","78","80.47%","479.3",""
"80","Saeros","918483$4.48%918.5k","-","77","76.98%","449.9",""
"84","Parabella","870468$4.24%870.5k","-","84","66.51%","426.4",""
"70","Pteradactyl","778734$3.79%778.7k","72","69","70.77%","381.4",""
"72","Zoey","755941$3.68%755.9k","-","74","69.62%","370.3",""
"89","Ezpk","683052$3.33%683.1k","-","88","69.38%","334.6",""
"61","Nymh","668984$3.26%669.0k","-","60","71.22%","327.7",""
"57","Gatzby","645775$3.15%645.8k","-","60","72.90%","316.3",""
"94","Beltran","636044$3.10%636.0k","-","92","61.55%","311.5",""
"62","Catto","634052$3.09%634.1k","-","59","72.66%","310.6",""
"54","Menswear","629900$3.07%629.9k","-","55","68.84%","308.5",""
"61","Valearix","627637$3.06%627.6k","-","61","59.11%","307.4",""
"80","Shagy","621240$3.03%621.2k","-","80","83.56%","304.3",""
"72","Gutterz","615079$3.00%615.1k","-","78","81.35%","301.3",""
"72","Nemsy","586545$2.86%586.5k","71","68","57.22%","287.3",""
"78","Faith","561508$2.74%561.5k","-","72","61.59%","275.0",""
"45","Kayumi","540782$2.64%540.8k","64","70","59.39%","264.9",""
"47","Lahk","472448$2.30%472.4k","-","50","47.85%","231.4",""
"43","Sicc","460653$2.24%460.7k","72","41","61.98%","225.6",""
"55","Chameleon","454279$2.21%454.3k","-","53","54.75%","222.5",""
"54","Colde","337753$1.65%337.8k","-","51","54.69%","165.4",""
"99","Scyter","201086$0.98%201.1k","-","99","12.99%","98.5",""
"95","Aconites","46514$0.23%46.5k","70","95","5.08%","22.8",""
"95","Estaris","38751$0.19%38.8k","-","95","5.20%","19.0",""
"86","Jahlia","29546$0.14%29.5k","68","85","2.60%","14.5",""
"97","Xinrokh","26713$0.13%26.7k","-","97","4.71%","13.1",""
"72","Ismaela","17677$0.09%17.7k","-","74","0.00%","8.7",""
"82","Retributus","16642$0.08%16.6k","67","82","0.00%","8.2",""
"92","Mkomacine","5202$0.03%5.2k","-","92","0.00%","2.5",""
"-","Doomkon","1368$0.01%1.4k","69","-","0.00%","0.7",""
