"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"84","Effective","1157114$5.57%1.16m","-","82","79.14%","550.4",""
"94","Scyter","1111351$5.35%1.11m","72","94","70.74%","528.7",""
"89","Saeros","1056252$5.08%1.06m","-","87","72.54%","502.5",""
"85","Korsen","1030484$4.96%1.03m","-","82","75.07%","490.2",""
"85","Backstaber","961843$4.63%961.8k","-","84","72.46%","457.5",""
"80","Moty","922406$4.44%922.4k","-","79","77.15%","438.8",""
"79","Kayumi","912287$4.39%912.3k","-","78","68.54%","434.0",""
"75","Quel","875723$4.22%875.7k","-","72","77.80%","416.6",""
"71","Parabella","805945$3.88%805.9k","-","68","67.70%","383.4",""
"65","Pteradactyl","804706$3.87%804.7k","73","62","64.82%","382.8",""
"78","Fourtywinks","786868$3.79%786.9k","-","76","67.24%","374.3",""
"60","Zoey","777927$3.75%777.9k","-","59","67.63%","370.1",""
"51","Kimpossible","745504$3.59%745.5k","69","52","70.28%","354.6",""
"51","Nymh","715622$3.45%715.6k","-","46","68.03%","340.4",""
"66","Valearix","683950$3.29%684.0k","-","68","59.85%","325.4",""
"95","Beltran","680389$3.28%680.4k","-","93","59.63%","323.7",""
"47","Ramzergutzin","680233$3.27%680.2k","-","44","79.30%","323.6",""
"81","Catzby","668092$3.22%668.1k","-","82","71.09%","317.8",""
"66","Catto","650753$3.13%650.8k","-","70","75.18%","309.6",""
"66","Menswear","622641$3.00%622.6k","-","65","63.82%","296.2",""
"83","Faith","615078$2.96%615.1k","-","79","68.06%","292.6",""
"66","Gutterz","560596$2.70%560.6k","-","70","80.20%","266.7",""
"41","Sicc","558643$2.69%558.6k","-","38","60.81%","265.7",""
"70","Nemsy","552042$2.66%552.0k","-","63","46.86%","262.6",""
"58","Lahk","517109$2.49%517.1k","-","49","45.81%","246.0",""
"63","Chameleon","515670$2.48%515.7k","-","58","49.71%","245.3",""
"55","Shagy","511955$2.46%512.0k","-","56","75.01%","243.5",""
"37","Colde","237427$1.14%237.4k","-","37","45.69%","112.9",""
"98","Retributus","23713$0.11%23.7k","-","98","1.08%","11.3",""
"-","Aconites","20146$0.10%20.1k","-","-","0.00%","9.6",""
"75","Mkomacine","2826$0.01%2.8k","-","75","1.53%","1.3",""
"-","Jahlia","2376$0.01%2.4k","-","-","0.00%","1.1",""
"82","Xinrokh","2224$0.01%2.2k","-","83","1.00%","1.1",""
"33","Estaris","2200$0.01%2.2k","-","32","0.00%","1.0",""
"75","Faeron","297$0.00%297.0","-","75","0.00%","0.1",""
