"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"68","Shagy","1137827$4.95%1.14m","66","64","77.54%","452.2",""
"84","Saeros","1121160$4.88%1.12m","71","83","64.60%","445.6",""
"82","Harper","1025457$4.46%1.03m","-","82","63.11%","407.6",""
"84","Chocobos","972971$4.23%973.0k","70","83","63.69%","386.7",""
"67","Fourty","957626$4.16%957.6k","-","68","65.52%","380.6",""
"70","Nymh","939709$4.09%939.7k","66","81","60.67%","373.5",""
"64","Hereticbabe","926538$4.03%926.5k","65","63","64.38%","368.3",""
"75","Scyter","925274$4.02%925.3k","-","81","57.47%","367.8",""
"58","Parabella","906526$3.94%906.5k","71","56","72.82%","360.3",""
"64","Pteradactyl","876762$3.81%876.8k","63","85","59.58%","348.5",""
"64","Backstaber","869033$3.78%869.0k","67","72","58.93%","345.4",""
"53","Omegatran","851560$3.70%851.6k","-","56","72.86%","338.5",""
"72","Nemsy","835054$3.63%835.1k","-","67","55.14%","331.9",""
"64","Gatzby","831161$3.61%831.2k","-","72","51.58%","330.3",""
"76","Zoey","825311$3.59%825.3k","-","90","55.35%","328.0",""
"74","Menswear","817237$3.55%817.2k","-","68","50.22%","324.8",""
"47","Mustacheman","798569$3.47%798.6k","-","57","68.66%","317.4",""
"55","Effective","721905$3.14%721.9k","66","52","66.87%","286.9",""
"36","Oznob","705948$3.07%705.9k","-","36","53.87%","280.6",""
"70","Ezpk","694967$3.02%695.0k","-","79","67.26%","276.2",""
"71","Gutterz","650512$2.83%650.5k","-","75","72.09%","258.5",""
"87","Beltran","635313$2.76%635.3k","68","90","55.64%","252.5",""
"58","Chameleon","619571$2.69%619.6k","-","66","51.48%","246.3",""
"76","Catt","559962$2.44%560.0k","-","74","58.57%","222.6",""
"65","Sociables","553045$2.41%553.0k","-","74","72.70%","219.8",""
"65","Eranei","498236$2.17%498.2k","-","72","42.89%","198.0",""
"18","Jawnathanx","421960$1.84%422.0k","61","29","54.11%","167.7",""
"51","Faith","408532$1.78%408.5k","-","60","51.96%","162.4",""
"39","Ramzergutzin","397901$1.73%397.9k","-","40","54.24%","158.1",""
"56","Kolde","383673$1.67%383.7k","-","68","48.69%","152.5",""
"75","Estaris","89596$0.39%89.6k","-","74","9.75%","35.6",""
"66","Doomkon","9141$0.04%9.1k","-","71","1.77%","3.6",""
"80","Alcade","7170$0.03%7.2k","67","80","0.55%","2.8",""
"92","Faeron","6997$0.03%7.0k","-","92","0.00%","2.8",""
"98","Mkomacine","4184$0.02%4.2k","-","98","0.71%","1.7",""
"-","Geldschulder","3763$0.02%3.8k","-","-","0.51%","1.5",""
"86","Ismaela","1804$0.01%1.8k","-","85","0.00%","0.7",""
"-","Retributus","1416$0.01%1.4k","-","-","0.00%","0.6",""
"75","Xinrokh","631$0.00%631.0","68","75","0.00%","0.3",""
