"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"70","Effective","1066437$5.69%1.07m","-","63","77.27%","389.9",""
"57","Pteradactyl","964188$5.14%964.2k","72","52","70.25%","352.5",""
"70","Backstaber","948845$5.06%948.8k","-","60","69.90%","346.9",""
"53","Saeros","912242$4.86%912.2k","-","41","73.45%","333.5",""
"60","Parabella","867815$4.63%867.8k","-","55","66.94%","317.3",""
"52","Moty","833902$4.45%833.9k","72","44","72.73%","304.9",""
"50","Fourtywinks","825355$4.40%825.4k","-","51","71.02%","301.8",""
"59","Zoey","814142$4.34%814.1k","-","59","59.89%","297.7",""
"87","Beltran","806387$4.30%806.4k","-","78","61.68%","294.8",""
"43","Quel","749675$4.00%749.7k","-","45","70.88%","274.1",""
"66","Gutterz","731040$3.90%731.0k","-","63","83.38%","267.3",""
"34","Blacklace","726217$3.87%726.2k","63","62","69.33%","265.5",""
"54","Cbeastwood","715326$3.81%715.3k","-","62","70.41%","261.5",""
"61","Ezpk","697623$3.72%697.6k","-","49","66.90%","255.1",""
"37","Hijax","696491$3.71%696.5k","-","54","73.30%","254.7",""
"50","Gatzby","690034$3.68%690.0k","70","50","61.62%","252.3",""
"41","Hereticbabe","634856$3.39%634.9k","-","36","60.05%","232.1",""
"25","Sicc","602969$3.22%603.0k","71","22","63.32%","220.5",""
"42","Lahk","602233$3.21%602.2k","69","41","45.83%","220.2",""
"57","Chameleon","601126$3.21%601.1k","71","46","55.61%","219.8",""
"44","Catto","545354$2.91%545.4k","-","39","78.33%","199.4",""
"33","Fireopal","536303$2.86%536.3k","66","43","56.29%","196.1",""
"55","Shagy","502097$2.68%502.1k","-","51","80.68%","183.6",""
"16","Krìshna","432362$2.31%432.4k","57","34","57.86%","158.1",""
"14","Jaequellin","368209$1.96%368.2k","63","32","49.04%","134.6",""
"15","Saiter","353386$1.88%353.4k","54","46","49.22%","129.2",""
"30","Colde","297630$1.59%297.6k","-","32","54.87%","108.8",""
"52","Ramzergutzin","137269$0.73%137.3k","-","40","13.47%","50.2",""
"4","Faithfortis","78759$0.42%78.8k","-","5","34.70%","28.8",""
"83","Jahlia","4059$0.02%4.1k","-","84","0.89%","1.5",""
"94","Doomkon","3364$0.02%3.4k","69","94","0.72%","1.2",""
"88","Mkomacine","2654$0.01%2.7k","-","88","0.72%","1.0",""
"-","Estaris","1166$0.01%1.2k","72","-","0.00%","0.4",""
"97","Retributus","1048$0.01%1.0k","66","97","0.00%","0.4",""
"-","Faeron","759$0.00%759.0","-","-","0.52%","0.3",""
"78","Tate","372$0.00%372.0","69","80","0.00%","0.1",""
