"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"76","Harper","763451$4.88%763.5k","71","73","73.15%","402.3",""
"69","Effective","741578$4.74%741.6k","66","66","78.78%","390.7",""
"70","Hereticbabe","737591$4.72%737.6k","65","71","74.35%","388.6",""
"70","Scyter","702030$4.49%702.0k","66","83","70.93%","369.9",""
"62","Fourty","697081$4.46%697.1k","-","65","76.55%","367.3",""
"72","Parabella","695505$4.45%695.5k","-","67","68.48%","366.5",""
"72","Zoey","677642$4.33%677.6k","-","84","64.00%","357.1",""
"57","Backstaber","665708$4.26%665.7k","67","66","73.58%","350.8",""
"80","Shagy","664941$4.25%664.9k","-","79","75.64%","350.4",""
"62","Oznob","663626$4.24%663.6k","70","53","70.31%","349.7",""
"54","Nymh","661673$4.23%661.7k","66","70","67.34%","348.6",""
"53","Terrelos","634651$4.06%634.7k","61","77","78.45%","334.4",""
"52","Mustacheman","626665$4.01%626.7k","-","61","72.47%","330.2",""
"78","Chocobos","617673$3.95%617.7k","70","73","63.65%","325.5",""
"51","Pteradactyl","580593$3.71%580.6k","66","64","71.40%","305.9",""
"84","Beltran","562944$3.60%562.9k","68","86","63.51%","296.6",""
"55","Nemsy","528592$3.38%528.6k","72","40","63.30%","278.5",""
"59","Gatzby","510405$3.26%510.4k","68","61","53.34%","268.9",""
"56","Ezie","481021$3.08%481.0k","-","74","62.69%","253.5",""
"56","Chameleon","466295$2.98%466.3k","67","65","53.63%","245.7",""
"73","Gutterz","416332$2.66%416.3k","-","63","82.53%","219.4",""
"43","Omegatran","414124$2.65%414.1k","64","47","53.34%","218.2",""
"67","Eranei","395633$2.53%395.6k","-","73","45.22%","208.5",""
"52","Faith","347980$2.22%348.0k","67","55","50.95%","183.4",""
"23","Rigbi","331104$2.12%331.1k","66","26","61.73%","174.5",""
"52","Kolde","330493$2.11%330.5k","-","56","55.99%","174.1",""
"51","Sociables","310242$1.98%310.2k","-","66","87.61%","163.5",""
"26","Atreaus","309752$1.98%309.8k","60","35","71.05%","163.2",""
"5","Roamingtoo","80797$0.52%80.8k","52","23","16.35%","42.6",""
"95","Xinrokh","6938$0.04%6.9k","68","95","3.96%","3.7",""
"64","Estaris","6098$0.04%6.1k","69","64","3.93%","3.2",""
"99","Faeron","4920$0.03%4.9k","-","99","1.28%","2.6",""
"95","Doomkon","2749$0.02%2.7k","-","95","0.86%","1.4",""
"98","Ismaela","1633$0.01%1.6k","68","98","0.00%","0.9",""
"87","Alcade","700$0.00%700.0","67","88","0.61%","0.4",""
"83","Mkomacine","660$0.00%660.0","69","83","0.00%","0.3",""
