"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"87","Saeros","426022$5.98%426.0k","73","80","84.17%","469.9",""
"65","Effective","407315$5.72%407.3k","-","61","83.78%","449.3",""
"82","Moty","394237$5.53%394.2k","-","83","88.05%","434.8",""
"87","Korsen","364143$5.11%364.1k","-","83","84.20%","401.6",""
"73","Pteradactyl","337824$4.74%337.8k","-","65","78.03%","372.6",""
"66","Parabella","337797$4.74%337.8k","74","50","77.15%","372.6",""
"71","Hereticbabe","336866$4.73%336.9k","-","65","82.88%","371.5",""
"95","Gutterz","323153$4.54%323.2k","-","96","90.51%","356.4",""
"49","Ramzergutzin","320938$4.50%320.9k","-","41","89.89%","354.0",""
"89","Beltran","295677$4.15%295.7k","-","83","74.01%","326.1",""
"64","Fourtywinks","292581$4.11%292.6k","69","67","80.51%","322.7",""
"73","Chameleon","291080$4.09%291.1k","-","64","67.23%","321.0",""
"53","Valearix","281840$3.96%281.8k","71","44","70.73%","310.9",""
"51","Nymh","276392$3.88%276.4k","71","42","71.56%","304.8",""
"67","Quel","274760$3.86%274.8k","-","61","80.70%","303.0",""
"58","Cbeastwood","255728$3.59%255.7k","66","68","79.22%","282.1",""
"62","Ezpk","254897$3.58%254.9k","-","47","77.17%","281.1",""
"84","Catto","251664$3.53%251.7k","-","77","87.51%","277.6",""
"50","Lahk","234984$3.30%235.0k","69","48","48.14%","259.2",""
"62","Zoey","226521$3.18%226.5k","70","55","60.19%","249.8",""
"50","Catzby","208049$2.92%208.0k","68","51","61.25%","229.5",""
"41","Freezemup","204982$2.88%205.0k","65","61","60.89%","226.1",""
"33","Sicc","197261$2.77%197.3k","71","20","63.14%","217.6",""
"9","Saiter","135931$1.91%135.9k","54","54","60.42%","149.9",""
"12","Culde","92648$1.30%92.6k","66","13","36.14%","102.2",""
"12","Faithfortis","81732$1.15%81.7k","65","11","57.52%","90.1",""
"95","Shagi","12820$0.18%12.8k","68","95","10.40%","14.1",""
"1","Estaris","2676$0.04%2.7k","72","2","9.19%","3.0",""
"-","Xinrokh","1983$0.03%2.0k","69","-","2.48%","2.2",""
"96","Retributus","892$0.01%892.0","66","97","0.00%","1.0",""
"-","Doomkon","787$0.01%787.0","69","-","0.00%","0.9",""
"92","Mkomacine","286$0.00%286.0","-","93","0.00%","0.3",""
"-","Faeron","93$0.00%93.0","-","-","0.00%","0.1",""
